150993.728192385,54636.5797779243,44350.225368598,39043.9043708837,33256.4474411203,0
235363.955541139,91769.7661657853,79594.8149657144,58734.5306474462,56677.259765581,0
306419.990287498,147990.77634063,114900.237841596,94158.8549318224,76276.6361239962,0
410420.01063405,225591.918852279,189263.390833534,158843.986302083,127802.42323781,0
126939.696738963,19284.149368452,16458.1670549221,15927.2584402472,14688.4716726724,0
186183.014808806,32183.5696156314,28113.2702364571,23329.5624063134,22240.093686616,0
241704.442277855,57360.2515771679,51542.3780080221,48044.4644790442,39804.3203554441,0
404734.864218573,211752.347933279,204377.695457561,171093.596526093,133219.350196915,0
261682.644054033,89494.0485101736,66554.372117762,37271.4438395992,31085.8054488296,0
358473.920866952,152542.211651853,125460.342005364,107063.805477071,80405.0036329006,0
334829.131470675,205704.966994248,200135.956838231,181396.541829628,128208.90014592,0
413265.348990823,256694.315195317,222840.595562687,181999.344319206,177666.355781729,0
204112.241150223,125316.554255556,91573.440584317,66510.1297332058,54846.7311045664,0
220188.817638348,138434.421276482,111501.869677869,78176.2935108799,57227.5244234992,0
340121.626723216,194224.068201903,139841.882135177,130221.928643229,102744.642684768,0
430022.1521415,208345.684322449,180102.452081357,185646.575896062,150949.485807829,0
108968.993162024,22674.2220850741,16596.4245066603,12960.2535259442,12871.7687568317,0
155111.03510515,45337.3835740091,30427.6999785555,26772.172954596,22898.1991568901,0
205010.914586522,90207.456961143,71335.3147988709,82304.6610197842,46872.0412883038,0
304617.113116831,227068.508436843,212062.044625173,199873.267679928,164725.458299029,0
203501.14321354,61654.5280281582,43183.3324759271,28967.7012881995,24214.4100974383,0
276761.001740607,104826.799907946,78870.3459186059,49750.5614334943,33068.4173067562,0
342991.851421302,149030.472377702,95195.7858198593,102520.665612952,37329.5119693293,0
398233.99883784,256793.860560568,180246.239831165,136609.422913537,80333.1097579967,0
89344.7304622962,34215.9541561838,22038.2378070781,18006.6505143906,14276.4644664924,0
173963.821224179,51415.1811524229,38438.3367322701,24172.9328619168,18628.8090472127,0
236058.007948865,64853.8054613815,40053.183768573,30247.9652912958,23205.130699749,0
286115.500925218,89792.6846059282,55197.9050319816,37794.0570071699,30574.2528773981,0
225804.835327956,50746.0150860097,32045.3121638931,24488.15985188,16275.6672186276,0
281558.535315925,105703.352151967,72903.1543015828,52410.6348049384,36535.9141963517,0
377398.600860885,116119.668565927,112643.876229227,77413.1123772847,57902.2207879819,0
434078.6257755,243640.046602191,179046.165150077,140173.700019349,92798.4016067179,0
129939.883441683,23183.0095074709,20216.0045931679,22060.3589993562,19010.3996140103,0
183401.274879832,45907.0042751708,55466.1244883538,56182.298088358,50422.4926489422,0
263397.036455588,118976.067518839,126729.545412321,126909.280099581,116982.395064774,0
338810.946080737,154588.42193758,163478.376084349,147694.90539391,149962.327602418,0
83338.8267587864,18205.7412448936,18037.067153773,15376.9937823289,14384.3052788482,0
116611.865094115,37520.3072527281,35526.6347986624,35899.9299183557,31207.4720063593,0
139075.935852547,57841.3875092171,54553.6253068813,49283.251246619,41197.9554689657,0
370988.985398299,220614.650589701,186705.627976377,173269.768816453,137831.618786903,0
21125.7386256056,6528.51687108048,7767.30363865526,2972.53521237252,7012.41795216438,0
60800.0969764158,15459.9482533719,12169.4209020014,11527.9063259358,10781.3160865493,0
69947.2099834188,19530.2476325461,17077.5604387095,17663.7720340797,17268.3557221083,0
162543.755710599,128742.57390963,130260.640729716,124871.365260959,100308.54638514,0
65135.8506629275,12979.6095691875,9993.24861164119,9854.99115990294,9119.46151665541,0
98790.4795650539,22801.4189406733,17517.2191352371,18988.2784217322,18816.8391815767,0
154204.066221747,47024.1244852159,40174.8503261026,48697.0396512488,49841.8113516415,0
229637.33189014,171776.58833768,180929.231642752,202901.105872996,178946.619784826,0
226178.130447649,58059.8342829635,43523.4458072032,35794.8542550347,35073.150356961,0
301890.676168553,92449.9928283375,64875.9266536596,53840.2168559119,42038.5607755343,0
330266.635563313,112417.134008377,78906.2928560579,61754.0733934097,55737.1090937608,0
388683.174071761,110362.628275546,82802.3878460419,70514.0655355457,58422.0688065178,0
117499.477934275,17478.5070487504,16297.7884109057,13560.2908664882,16660.0229344599,0
161302.203793989,45212.9518674447,25903.9161576798,26075.3553978352,18261.0442255889,0
199123.912291507,64859.335759451,66933.1975355248,33933.9089546377,18758.7710518467,0
266300.442942091,139515.594549075,111485.278783661,128272.49857372,65011.4189563631,0
62732.9361517166,14384.3052788482,12722.4507089544,12130.7088155146,8453.06059927701,0
96052.9820206365,25605.2800619251,28956.6406920605,20213.2394441331,16026.8038054987,0
164755.874938411,62000.1716575038,51130.3708018421,33405.7654889976,29882.9656187068,0
299178.064965448,151814.97745571,150236.077356859,90685.8277441573,86272.6498846722,0
88902.3066167338,41504.8870118247,30303.2682719911,25198.8031538147,22325.8133066937,0
205248.717403512,80004.0570228596,51445.5977918053,35894.3996202862,29551.147734535,0
240249.973885569,84403.409137171,75601.9397595135,38170.1172758979,20810.5116356424,0
373043.491131129,172332.383293667,129779.504797667,76685.8781811415,47170.6773840584,0
101621.992176653,22093.5407877734,19474.9446518508,16834.2273236501,14342.8280433268,0
146467.179222474,47878.5555369583,25804.3707924282,20083.2774394992,23597.7818626857,0
212225.188418224,87240.45204684,77440.7638676323,44803.7098102995,28287.4746256473,0
322065.203526199,154129.407197809,94219.6882105872,93528.4009518959,59638.7343818144,0
88902.3066167338,41504.8870118247,30303.2682719911,25198.8031538147,22325.8133066937,0
205248.717403512,80004.0570228596,51445.5977918053,35894.3996202862,29551.147734535,0
240249.973885569,84403.409137171,75601.9397595135,38170.1172758979,20810.5116356424,0
373043.491131129,172332.383293667,129779.504797667,76685.8781811415,47170.6773840584,0
130929.192318566,39663.6049934527,30079.9056777384,23453.2260159238,20567.9466175372,0
192412.127487178,67503.1254754681,51912.2935011173,40833.8775127217,33218.6570709785,0
244335.020726262,98010.4002984685,82766.5945279808,68838.8460786505,50662.2925180127,0
344765.694527104,183104.94307494,154600.711488845,133174.646954186,104933.565384566,0
