50,50,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1.2,1.2,1.7,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1,1,1,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1.2,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
51,51,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1.2,1.2,1.7,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1,1,1,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1.2,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
52,52,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1.2,1.2,1.7,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1,1,1,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1.2,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
53,53,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1.2,1.2,1.7,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
54,54,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1.2,1.2,1.7,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
55,55,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.7,1,1,1,1,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
56,56,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.7,1,1,1,1,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
57,57,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.7,1,1,1,1,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7
58,58,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.7,1,1,1,1,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7
59,59,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7
60,60,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
61,61,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
62,62,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
63,63,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
64,64,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
65,65,1,1,1.2,1.7,1,1,1,1.2,1,1.2,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
66,66,1,1,1.2,1.7,1,1,1,1.2,1,1,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
67,67,1,1,1.2,1.7,1,1,1,1.2,1,1,1.2,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1.2,1,1,1,1,1,1,1,1.7,1,1,1.2,1.7,1,1,1,1.2,1,1,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1,1,1,1.2,1,1,1,1.2,1.7,1.7,1.7,1.7
