NCRAS_Draw	Stage	Rate	Age	Pop	Count
Myeloid Neoplasm	UNSTAGEABLE	31.40781063353158	77	11126618.07468421	3487.2921578947366
Myeloid Neoplasm	UNSTAGEABLE	33.060655465119616	78	10484142.003349282	3478.5755980861245
Myeloid Neoplasm	UNSTAGEABLE	34.71331639535885	79	9841922.010047847	3469.726794258373
Plasma Cell Neoplasm	UNSTAGEABLE	4.302973835406698	50	24218407.562200956	1094.4234449760766
Plasma Cell Neoplasm	UNSTAGEABLE	5.138529261244019	51	23667661.737320576	1240.6540669856458
Plasma Cell Neoplasm	UNSTAGEABLE	5.97408468708134	52	23116915.912440192	1386.8846889952154
Plasma Cell Neoplasm	UNSTAGEABLE	6.809675621389474	53	22566091.42368421	1533.0461578947368
Plasma Cell Neoplasm	UNSTAGEABLE	7.646154267467942	54	22013300.338038277	1677.4787990430623
Plasma Cell Neoplasm	UNSTAGEABLE	8.485189523444976	55	21454845.45334928	1816.9324162679425
Plasma Cell Neoplasm	UNSTAGEABLE	9.328485795919617	56	20886950.90358852	1948.0876602870812
Plasma Cell Neoplasm	UNSTAGEABLE	10.177747491490909	57	20305840.822727274	2067.6251818181818
Plasma Cell Neoplasm	UNSTAGEABLE	11.035378461333014	58	19708751.26099043	2172.6435502392346
Plasma Cell Neoplasm	UNSTAGEABLE	11.919869781847847	59	19116192.34243541	2269.8534641148326
Plasma Cell Neoplasm	UNSTAGEABLE	12.865799754665073	60	18571948.264952153	2375.5777511961724
Plasma Cell Neoplasm	UNSTAGEABLE	13.908446125989474	61	18120815.14268421	2506.557157894737
Plasma Cell Neoplasm	UNSTAGEABLE	15.083086642025837	62	17807589.08977512	2679.5324306220095
Plasma Cell Neoplasm	UNSTAGEABLE	16.42324563287847	63	17674170.14835407	2910.3036411483254
Plasma Cell Neoplasm	UNSTAGEABLE	17.92211885834067	64	17695848.704220098	3193.0353444976076
Plasma Cell Neoplasm	UNSTAGEABLE	19.532573507894735	65	17781305.486842107	3500.2565789473683
Plasma Cell Neoplasm	UNSTAGEABLE	21.205723354922487	66	17836325.15367464	3803.555708133971
Plasma Cell Neoplasm	UNSTAGEABLE	22.892682172805742	67	17766692.36217225	4074.5210956937794
Plasma Cell Neoplasm	UNSTAGEABLE	24.54693186215311	68	17481518.898593303	4285.676885167464
Plasma Cell Neoplasm	UNSTAGEABLE	26.176421249789474	69	16966440.51168421	4431.070157894736
Plasma Cell Neoplasm	UNSTAGEABLE	27.84356608875598	70	16283616.912679426	4526.270933014354
Plasma Cell Neoplasm	UNSTAGEABLE	29.613150259320573	71	15498534.941617224	4587.785009569378
Plasma Cell Neoplasm	UNSTAGEABLE	31.549957641751195	72	14676681.438535884	4632.118186602871
Plasma Cell Neoplasm	UNSTAGEABLE	33.71632078950909	73	13881922.856272727	4675.400818181818
Plasma Cell Neoplasm	UNSTAGEABLE	36.118191739501434	74	13140856.742043063	4725.128023923445
Plasma Cell Neoplasm	UNSTAGEABLE	38.70514201208134	75	12442811.737440191	4780.159688995215
Plasma Cell Neoplasm	UNSTAGEABLE	41.42429180079522	76	11775496.09685646	4838.9802535885165
Plasma Cell Neoplasm	UNSTAGEABLE	44.22276129918947	77	11126618.07468421	4900.074157894737
Plasma Cell Neoplasm	UNSTAGEABLE	47.048772363444975	78	10484142.003349282	4961.957416267943
Plasma Cell Neoplasm	UNSTAGEABLE	49.875885090334926	79	9841922.010047847	5023.8722488038275
Prostate	I	0.9340159679207982	50	11955395.035885168	601.0047846889947
Prostate	I	6.18174619687632	51	11688025.8215311	1644.602870813397
Prostate	I	11.429476425831842	52	11420656.607177034	2688.2009569377988
Prostate	I	16.675287107598926	53	11153227.906894736	3731.049052631579
Prostate	I	21.87310910965506	54	10884312.0584067	4755.147387559809
Prostate	I	26.932723714143666	55	10611113.223086124	5725.246411483254
Prostate	I	31.76199265601972	56	10330776.07637799	6605.346583732058
Prostate	I	36.2687776702382	57	10040445.293727273	7359.448363636364
Prostate	I	40.372407723903024	58	9737809.612148326	7955.004153110048
Prostate	I	44.25595812354359	59	9433071.184751196	8438.861033492823
Prostate	I	48.3662505151148	60	9148945.580741627	8937.26076555024
Prostate	I	53.161573776720466	61	8908692.430894736	9579.897052631579
Prostate	I	59.10021678646443	62	8735571.365985647	10496.463598086124
Prostate	I	66.61346603178546	63	8651386.089511963	11809.08233492823
Prostate	I	75.51155301482648	64	8644453.977588518	13465.7244784689
Prostate	I	84.98365425243448	65	8669606.078947369	15240.21052631579
Prostate	I	94.19194387079142	66	8680217.515043061	16898.789205741625
Prostate	I	102.29859599607929	67	8629663.407330144	18207.70924401914
Prostate	I	108.49383222716179	68	8472954.035803828	18941.321507177032
Prostate	I	112.61296603458322	69	8202708.326894737	19060.32605263158
Prostate	I	115.13640276056844	70	7849153.8534689	18711.772129186604
Prostate	I	116.57259522002404	71	7444153.346933015	18050.811124401913
Prostate	I	117.42999622785662	72	7019569.53869378	17232.59442583732
Prostate	I	118.20569963295083	73	6606483.808272727	16408.726636363637
Prostate	I	119.13554306568626	74	6218006.441832536	15649.236311004785
Prostate	I	120.19410793793753	75	5849276.632177033	14942.575956937799
Prostate	I	121.34461669555724	76	5494652.220224881	14273.651296650718
Prostate	I	122.550291784398	77	5148491.046894737	13627.36805263158
Prostate	I	123.7751218493572	78	4805268.498086125	12988.946411483254
Prostate	I	125.00071811336115	79	4462163.494258373	12350.83923444976
Prostate	II	2.1910924440181283	50	11955395.035885168	719.1411483253589
Prostate	II	4.930873422456806	51	11688025.8215311	1257.4846889952153
Prostate	II	7.670654400895483	52	11420656.607177034	1795.8282296650718
Prostate	II	10.40976083587099	53	11153227.906894736	2333.830052631579
Prostate	II	13.132003684267268	54	10884312.0584067	2863.2889330143544
Prostate	II	15.805679403315363	55	10611113.223086124	3368.1441387559807
Prostate	II	18.39840990678315	56	10330776.07637799	3831.9932200956937
Prostate	II	20.877817108438514	57	10040445.293727273	4238.433727272727
Prostate	II	23.21709610568524	58	9737809.612148326	4572.8355167464115
Prostate	II	25.517625219553175	59	9433071.184751196	4861.331488038278
Prostate	II	28.008965994698215	60	9148945.580741627	5170.817583732058
Prostate	II	30.926253159412163	61	8908692.430894736	5569.962052631579
Prostate	II	34.504621441986835	62	8735571.365985647	6127.433143540669
Prostate	II	38.96393923070818	63	8651386.089511963	6907.619880382776
Prostate	II	44.17294909372738	64	8644453.977588518	7876.489114832536
Prostate	II	49.649267779060864	65	8669606.078947369	8901.58552631579
Prostate	II	54.89524569471919	66	8680217.515043061	9846.17456937799
Prostate	II	59.413233248712935	67	8629663.407330144	10573.521698564593
Prostate	II	62.722557591570876	68	8472954.035803828	10951.729961722489
Prostate	II	64.73301095174119	69	8202708.326894737	10960.16705263158
Prostate	II	65.74485063559143	70	7849153.8534689	10689.465311004784
Prostate	II	66.07531069200738	71	7444153.346933015	10235.094669856458
Prostate	II	66.04162516987478	72	7019569.53869378	9692.525062200957
Prostate	II	65.95395363583273	73	6606483.808272727	9155.008272727273
Prostate	II	65.9597425648461	74	6218006.441832536	8664.778674641148
Prostate	II	66.04372534020557	75	5849276.632177033	8213.05322966507
Prostate	II	66.1835608629551	76	5494652.220224881	7788.830751196172
Prostate	II	66.35690803413867	77	5148491.046894737	7381.110052631579
Prostate	II	66.54189119436185	78	4805268.498086125	6979.119138755981
Prostate	II	66.7273397941466	79	4462163.494258373	6577.357416267942
Prostate	III	0.138036215150934	50	11955395.035885168	164.98564593301444
Prostate	III	2.5169831740620845	51	11688025.8215311	654.9913875598086
Prostate	III	4.895930132973235	52	11420656.607177034	1144.997129186603
Prostate	III	7.275568411545619	53	11153227.906894736	1634.8988421052632
Prostate	III	9.672489681648834	54	10884312.0584067	2122.1998373205743
Prostate	III	12.119185967360838	55	10611113.223086124	2602.0107655502393
Prostate	III	14.648840612420834	56	10330776.07637799	3069.338248803828
Prostate	III	17.29463696056801	57	10040445.293727273	3519.188909090909
Prostate	III	20.09202926152885	58	9737809.612148326	3947.7865406698565
Prostate	III	23.128702602737448	59	9433071.184751196	4379.349899521531
Prostate	III	26.544572909335514	60	9148945.580741627	4866.092703349283
Prostate	III	30.481827012452037	61	8908692.430894736	5461.445842105262
Prostate	III	35.082651743216005	62	8735571.365985647	6218.840205741626
