NCRAS_Draw	Stage	Months	CSS	Age
Plasma Cell Neoplasm	NotStaged	0.9959999620914459	0.9594638061523437	75-79
Plasma Cell Neoplasm	NotStaged	2.003999948501587	0.9322847747802734	75-79
Plasma Cell Neoplasm	NotStaged	3	0.9101583099365235	75-79
Plasma Cell Neoplasm	NotStaged	3.996000051498413	0.8926959991455078	75-79
Plasma Cell Neoplasm	NotStaged	5.003999948501587	0.8835922241210937	75-79
Plasma Cell Neoplasm	NotStaged	6	0.8709855651855469	75-79
Plasma Cell Neoplasm	NotStaged	9	0.8474304962158203	75-79
Plasma Cell Neoplasm	NotStaged	12	0.8157151031494141	75-79
Plasma Cell Neoplasm	NotStaged	15	0.7917838287353516	75-79
Plasma Cell Neoplasm	NotStaged	18	0.7652073669433593	75-79
Plasma Cell Neoplasm	NotStaged	21	0.7420101928710937	75-79
Plasma Cell Neoplasm	NotStaged	24	0.7117103576660156	75-79
Plasma Cell Neoplasm	NotStaged	27	0.6894012451171875	75-79
Plasma Cell Neoplasm	NotStaged	30	0.6733203887939453	75-79
Plasma Cell Neoplasm	NotStaged	33	0.6560344696044922	75-79
Plasma Cell Neoplasm	NotStaged	36	0.6373129653930664	75-79
Plasma Cell Neoplasm	NotStaged	39	0.6150634384155274	75-79
Plasma Cell Neoplasm	NotStaged	42	0.5941555404663086	75-79
Plasma Cell Neoplasm	NotStaged	45	0.5663189315795898	75-79
Plasma Cell Neoplasm	NotStaged	48	0.5482674789428711	75-79
Plasma Cell Neoplasm	NotStaged	51	0.5257853317260742	75-79
Plasma Cell Neoplasm	NotStaged	54	0.5061204528808594	75-79
Plasma Cell Neoplasm	NotStaged	57	0.4899125671386719	75-79
Plasma Cell Neoplasm	NotStaged	60	0.4673198318481445	75-79
Myeloid Neoplasm	NotStaged	0.9959999620914459	0.8107980346679687	75-79
Myeloid Neoplasm	NotStaged	2.003999948501587	0.7088569641113281	75-79
Myeloid Neoplasm	NotStaged	3	0.6453116607666015	75-79
Myeloid Neoplasm	NotStaged	3.996000051498413	0.5907651138305664	75-79
Myeloid Neoplasm	NotStaged	5.003999948501587	0.5595624923706055	75-79
Myeloid Neoplasm	NotStaged	6	0.5277943038940429	75-79
Myeloid Neoplasm	NotStaged	9	0.46095321655273436	75-79
Myeloid Neoplasm	NotStaged	12	0.40776397705078127	75-79
Myeloid Neoplasm	NotStaged	15	0.3664146041870117	75-79
Myeloid Neoplasm	NotStaged	18	0.32393970489501955	75-79
Myeloid Neoplasm	NotStaged	21	0.2934679412841797	75-79
Myeloid Neoplasm	NotStaged	24	0.27053180694580076	75-79
Myeloid Neoplasm	NotStaged	27	0.2531753730773926	75-79
Myeloid Neoplasm	NotStaged	30	0.2351605224609375	75-79
Myeloid Neoplasm	NotStaged	33	0.22193439483642577	75-79
Myeloid Neoplasm	NotStaged	36	0.21371156692504883	75-79
Myeloid Neoplasm	NotStaged	39	0.2055472946166992	75-79
Myeloid Neoplasm	NotStaged	42	0.19117650985717774	75-79
Myeloid Neoplasm	NotStaged	45	0.18559883117675782	75-79
Myeloid Neoplasm	NotStaged	48	0.17270515441894532	75-79
Myeloid Neoplasm	NotStaged	51	0.1634673309326172	75-79
Myeloid Neoplasm	NotStaged	54	0.1568709945678711	75-79
Myeloid Neoplasm	NotStaged	57	0.13933703422546387	75-79
Myeloid Neoplasm	NotStaged	60	0.13124174118041992	75-79
Lymphoid Leukemia	NotStaged	0.9959999620914459	0.9771849822998047	75-79
Lymphoid Leukemia	NotStaged	2.003999948501587	0.9636185455322266	75-79
Lymphoid Leukemia	NotStaged	3	0.9577316284179688	75-79
Lymphoid Leukemia	NotStaged	3.996000051498413	0.9542755889892578	75-79
Lymphoid Leukemia	NotStaged	5.003999948501587	0.9495922088623047	75-79
Lymphoid Leukemia	NotStaged	6	0.9462979888916015	75-79
Lymphoid Leukemia	NotStaged	9	0.933851089477539	75-79
Lymphoid Leukemia	NotStaged	12	0.922493667602539	75-79
Lymphoid Leukemia	NotStaged	15	0.9122377014160157	75-79
Lymphoid Leukemia	NotStaged	18	0.9087167358398438	75-79
Lymphoid Leukemia	NotStaged	21	0.9019114685058593	75-79
Lymphoid Leukemia	NotStaged	24	0.8871314239501953	75-79
Lymphoid Leukemia	NotStaged	27	0.881224365234375	75-79
Lymphoid Leukemia	NotStaged	30	0.8728223419189454	75-79
Lymphoid Leukemia	NotStaged	33	0.8602816009521485	75-79
Lymphoid Leukemia	NotStaged	36	0.8518696594238281	75-79
Lymphoid Leukemia	NotStaged	39	0.8459525299072266	75-79
Lymphoid Leukemia	NotStaged	42	0.8297676086425781	75-79
Lymphoid Leukemia	NotStaged	45	0.8138742065429687	75-79
Lymphoid Leukemia	NotStaged	48	0.8001963043212891	75-79
Lymphoid Leukemia	NotStaged	51	0.7786817932128907	75-79
Lymphoid Leukemia	NotStaged	54	0.7614390563964843	75-79
Lymphoid Leukemia	NotStaged	57	0.7607330322265625	75-79
Lymphoid Leukemia	NotStaged	60	0.7597212982177735	75-79
Uterus	I	0.9959999620914459	0.999	75-79
Uterus	I	2.003999948501587	0.999	75-79
Uterus	I	3	0.999	75-79
Uterus	I	3.996000051498413	0.999	75-79
Uterus	I	5.003999948501587	0.9995366668701172	75-79
Uterus	I	6	0.999	75-79
Uterus	I	9	0.996091079711914	75-79
Uterus	I	12	0.9919826507568359	75-79
Uterus	I	15	0.9888612365722657	75-79
Uterus	I	18	0.9870244598388672	75-79
Uterus	I	21	0.9774964904785156	75-79
Uterus	I	24	0.9725541687011718	75-79
Uterus	I	27	0.9616046905517578	75-79
Uterus	I	30	0.9540304565429687	75-79
Uterus	I	33	0.9491712951660156	75-79
Uterus	I	36	0.9397567749023438	75-79
Uterus	I	39	0.9322761535644531	75-79
Uterus	I	42	0.922081069946289	75-79
Uterus	I	45	0.9241695404052734	75-79
Uterus	I	48	0.914696044921875	75-79
Uterus	I	51	0.911516342163086	75-79
Uterus	I	54	0.9106729888916015	75-79
Uterus	I	57	0.9036913299560547	75-79
Uterus	I	60	0.9138934326171875	75-79
Uterus	II	0.9959999620914459	0.9994200897216797	75-79
Uterus	II	2.003999948501587	0.9957741546630859	75-79
Uterus	II	3	0.992072525024414	75-79
Uterus	II	3.996000051498413	0.9821318817138672	75-79
Uterus	II	5.003999948501587	0.9719568634033203	75-79
Uterus	II	6	0.9647291564941406	75-79
Uterus	II	9	0.9451909637451172	75-79
Uterus	II	12	0.9415727996826172	75-79
Uterus	II	15	0.9273428344726562	75-79
Uterus	II	18	0.9119811248779297	75-79
Uterus	II	21	0.8747039031982422	75-79
Uterus	II	24	0.8731971740722656	75-79
Uterus	II	27	0.8396833801269531	75-79
Uterus	II	30	0.8323753356933594	75-79
Uterus	II	33	0.8128652191162109	75-79
Uterus	II	36	0.8018146514892578	75-79
Uterus	II	39	0.7899110412597656	75-79
Uterus	II	42	0.7751680755615235	75-79
Uterus	II	45	0.7580820465087891	75-79
Uterus	II	48	0.7566596984863281	75-79
Uterus	II	51	0.7219094848632812	75-79
Uterus	II	54	0.6934363555908203	75-79
Uterus	II	57	0.6863304138183594	75-79
Uterus	II	60	0.6544988250732422	75-79
Uterus	III	0.9959999620914459	0.990767822265625	75-79
Uterus	III	2.003999948501587	0.984691162109375	75-79
Uterus	III	3	0.9715670776367188	75-79
Uterus	III	3.996000051498413	0.9563079071044922	75-79
Uterus	III	5.003999948501587	0.9389858245849609	75-79
Uterus	III	6	0.9104833221435547	75-79
Uterus	III	9	0.875841064453125	75-79
Uterus	III	12	0.8165677642822265	75-79
Uterus	III	15	0.7648515319824218	75-79
Uterus	III	18	0.7073187255859374	75-79
Uterus	III	21	0.6534949493408203	75-79
Uterus	III	24	0.625175552368164	75-79
Uterus	III	27	0.6109165954589844	75-79
Uterus	III	30	0.5827310180664063	75-79
Uterus	III	33	0.5581488800048828	75-79
Uterus	III	36	0.5300167083740235	75-79
Uterus	III	39	0.5107854080200195	75-79
Uterus	III	42	0.5023628997802735	75-79
Uterus	III	45	0.48723434448242187	75-79
Uterus	III	48	0.44576446533203123	75-79
Uterus	III	51	0.40642963409423827	75-79
Uterus	III	54	0.40376293182373046	75-79
Uterus	III	57	0.3997927474975586	75-79
Uterus	III	60	0.3923377227783203	75-79
Uterus	IV	0.9959999620914459	0.9204646301269531	75-79
Uterus	IV	2.003999948501587	0.850400161743164	75-79
Uterus	IV	3	0.7753993988037109	75-79
Uterus	IV	3.996000051498413	0.7318222808837891	75-79
Uterus	IV	5.003999948501587	0.6872289276123047	75-79
Uterus	IV	6	0.6482257843017578	75-79
Uterus	IV	9	0.5703196716308594	75-79
Uterus	IV	12	0.46671600341796876	75-79
Uterus	IV	15	0.38234981536865237	75-79
Uterus	IV	18	0.3482650375366211	75-79
Uterus	IV	21	0.27781301498413086	75-79
Uterus	IV	24	0.23863216400146484	75-79
Uterus	IV	27	0.23547191619873048	75-79
Uterus	IV	30	0.19219194412231444	75-79
Uterus	IV	33	0.18237878799438476	75-79
Uterus	IV	36	0.1659553337097168	75-79
Uterus	IV	39	0.1606660842895508	75-79
Uterus	IV	42	0.14602383613586425	75-79
Uterus	IV	45	0.13805709838867186	75-79
Uterus	IV	48	0.13947611808776855	75-79
Uterus	IV	51	0.14105817794799805	75-79
Uterus	IV	54	0.14266003608703615	75-79
Uterus	IV	57	0.14432406425476074	75-79
Uterus	IV	60	0.14607898712158204	75-79
Uterus	Unknown/missing	0.9959999620914459	0.834306640625	75-79
Uterus	Unknown/missing	2.003999948501587	0.7874960327148437	75-79
Uterus	Unknown/missing	3	0.7521903228759765	75-79
Uterus	Unknown/missing	3.996000051498413	0.718725814819336	75-79
Uterus	Unknown/missing	5.003999948501587	0.6923704528808594	75-79
Uterus	Unknown/missing	6	0.6837080383300781	75-79
Uterus	Unknown/missing	9	0.6323984909057617	75-79
Uterus	Unknown/missing	12	0.6001502227783203	75-79
Uterus	Unknown/missing	15	0.575348014831543	75-79
Uterus	Unknown/missing	18	0.5366374206542969	75-79
Uterus	Unknown/missing	21	0.5214663696289062	75-79
Uterus	Unknown/missing	24	0.4978305435180664	75-79
Uterus	Unknown/missing	27	0.48351493835449216	75-79
Uterus	Unknown/missing	30	0.4678219223022461	75-79
Uterus	Unknown/missing	33	0.44635303497314455	75-79
Uterus	Unknown/missing	36	0.4367458724975586	75-79
Uterus	Unknown/missing	39	0.4268785095214844	75-79
Uterus	Unknown/missing	42	0.4162463760375977	75-79
Uterus	Unknown/missing	45	0.40506370544433595	75-79
Uterus	Unknown/missing	48	0.4032117462158203	75-79
Uterus	Unknown/missing	51	0.4017694091796875	75-79
Uterus	Unknown/missing	54	0.39364505767822267	75-79
Uterus	Unknown/missing	57	0.3979703140258789	75-79
Uterus	Unknown/missing	60	0.4023064422607422	75-79
Urothelial Tract	I	0.9959999620914459	0.9974484252929687	75-79
Urothelial Tract	I	2.003999948501587	0.994764404296875	75-79
Urothelial Tract	I	3	0.9919328308105468	75-79
Urothelial Tract	I	3.996000051498413	0.995033950805664	75-79
Urothelial Tract	I	5.003999948501587	0.9981533050537109	75-79
Urothelial Tract	I	6	0.999	75-79
Urothelial Tract	I	9	0.977989730834961	75-79
Urothelial Tract	I	12	0.9803083038330078	75-79
Urothelial Tract	I	15	0.9762629699707032	75-79
Urothelial Tract	I	18	0.9402927398681641	75-79
Urothelial Tract	I	21	0.9341933441162109	75-79
Urothelial Tract	I	24	0.917542724609375	75-79
Urothelial Tract	I	27	0.9185234069824219	75-79
Urothelial Tract	I	30	0.9193405151367188	75-79
Urothelial Tract	I	33	0.8863624572753906	75-79
Urothelial Tract	I	36	0.8848970031738281	75-79
Urothelial Tract	I	39	0.8415627288818359	75-79
Urothelial Tract	I	42	0.8225814819335937	75-79
Urothelial Tract	I	45	0.7845303344726563	75-79
Urothelial Tract	I	48	0.7357231903076172	75-79
Urothelial Tract	I	51	0.7252091979980468	75-79
Urothelial Tract	I	54	0.7101116180419922	75-79
Urothelial Tract	I	57	0.7220516204833984	75-79
Urothelial Tract	I	60	0.7349882507324219	75-79
Urothelial Tract	II	0.9959999620914459	0.999	75-79
Urothelial Tract	II	2.003999948501587	0.9972554016113281	75-79
Urothelial Tract	II	3	0.991258773803711	75-79
Urothelial Tract	II	3.996000051498413	0.9942493438720703	75-79
Urothelial Tract	II	5.003999948501587	0.9878530120849609	75-79
Urothelial Tract	II	6	0.9718043518066406	75-79
Urothelial Tract	II	9	0.9510099029541016	75-79
Urothelial Tract	II	12	0.9177336120605468	75-79
Urothelial Tract	II	15	0.9156752777099609	75-79
Urothelial Tract	II	18	0.8880153656005859	75-79
Urothelial Tract	II	21	0.8557743072509766	75-79
Urothelial Tract	II	24	0.8339826965332031	75-79
Urothelial Tract	II	27	0.8101251983642578	75-79
Urothelial Tract	II	30	0.8187826538085937	75-79
Urothelial Tract	II	33	0.7489869689941406	75-79
Urothelial Tract	II	36	0.7112806701660156	75-79
Urothelial Tract	II	39	0.694693603515625	75-79
Urothelial Tract	II	42	0.6772026062011719	75-79
Urothelial Tract	II	45	0.6588481903076172	75-79
Urothelial Tract	II	48	0.6669213104248047	75-79
Urothelial Tract	II	51	0.675960922241211	75-79
Urothelial Tract	II	54	0.6474810028076172	75-79
Urothelial Tract	II	57	0.5979730987548828	75-79
Urothelial Tract	II	60	0.605572166442871	75-79
Urothelial Tract	III	0.9959999620914459	0.9983925628662109	75-79
Urothelial Tract	III	2.003999948501587	0.999	75-79
Urothelial Tract	III	3	0.9995543670654297	75-79
Urothelial Tract	III	3.996000051498413	0.98346710205078125	75-79
Urothelial Tract	III	5.003999948501587	0.962261962890625	75-79
Urothelial Tract	III	6	0.9406341552734375	75-79
Urothelial Tract	III	9	0.9026955413818359	75-79
Urothelial Tract	III	12	0.862366943359375	75-79
Urothelial Tract	III	15	0.7965382385253906	75-79
Urothelial Tract	III	18	0.7619763946533203	75-79
Urothelial Tract	III	21	0.750123291015625	75-79
Urothelial Tract	III	24	0.7282234191894531	75-79
Urothelial Tract	III	27	0.6944630432128907	75-79
Urothelial Tract	III	30	0.6504686737060547	75-79
Urothelial Tract	III	33	0.64804840087890625	75-79
Urothelial Tract	III	36	0.6021170043945312	75-79
Urothelial Tract	III	39	0.5613939666748047	75-79
Urothelial Tract	III	42	0.5409693908691406	75-79
Urothelial Tract	III	45	0.5149978256225586	75-79
Urothelial Tract	III	48	0.5214054107666015	75-79
Urothelial Tract	III	51	0.5094049453735352	75-79
Urothelial Tract	III	54	0.5166313171386718	75-79
Urothelial Tract	III	57	0.4953993988037109	75-79
Urothelial Tract	III	60	0.5027350616455079	75-79
Urothelial Tract	IV	0.9959999620914459	0.8968299865722656	75-79
Urothelial Tract	IV	2.003999948501587	0.7786244964599609	75-79
Urothelial Tract	IV	3	0.6792888641357422	75-79
Urothelial Tract	IV	3.996000051498413	0.6211520385742187	75-79
Urothelial Tract	IV	5.003999948501587	0.5587833023071289	75-79
Urothelial Tract	IV	6	0.5033681869506836	75-79
Urothelial Tract	IV	9	0.3973857879638672	75-79
Urothelial Tract	IV	12	0.3178990173339844	75-79
Urothelial Tract	IV	15	0.2869477844238281	75-79
Urothelial Tract	IV	18	0.2307575225830078	75-79
Urothelial Tract	IV	21	0.18578454971313477	75-79
Urothelial Tract	IV	24	0.1707998275756836	75-79
Urothelial Tract	IV	27	0.14967966079711914	75-79
Urothelial Tract	IV	30	0.1514894485473633	75-79
Urothelial Tract	IV	33	0.10718350410461426	75-79
Urothelial Tract	IV	36	0.09013062477111816	75-79
Urothelial Tract	IV	39	0.08414669990539551	75-79
Urothelial Tract	IV	42	0.08526057243347168	75-79
Urothelial Tract	IV	45	0.07650575637817383	75-79
Urothelial Tract	IV	48	0.04727805614471436	75-79
Urothelial Tract	IV	51	0.04801750183105469	75-79
Urothelial Tract	IV	54	0.048769869804382325	75-79
Urothelial Tract	IV	57	0.049527311325073244	75-79
Urothelial Tract	IV	60	0.0502873420715332	75-79
Urothelial Tract	Unknown/missing	0.9959999620914459	0.9159129333496093	75-79
Urothelial Tract	Unknown/missing	2.003999948501587	0.8995095062255859	75-79
Urothelial Tract	Unknown/missing	3	0.86728515625	75-79
Urothelial Tract	Unknown/missing	3.996000051498413	0.8424422454833984	75-79
Urothelial Tract	Unknown/missing	5.003999948501587	0.8093723297119141	75-79
Urothelial Tract	Unknown/missing	6	0.7957847595214844	75-79
Urothelial Tract	Unknown/missing	9	0.7163990783691406	75-79
Urothelial Tract	Unknown/missing	12	0.6414269256591797	75-79
Urothelial Tract	Unknown/missing	15	0.6116858673095703	75-79
Urothelial Tract	Unknown/missing	18	0.5790509414672852	75-79
Urothelial Tract	Unknown/missing	21	0.5386879348754883	75-79
Urothelial Tract	Unknown/missing	24	0.49107013702392577	75-79
Urothelial Tract	Unknown/missing	27	0.46820770263671874	75-79
Urothelial Tract	Unknown/missing	30	0.4563892364501953	75-79
Urothelial Tract	Unknown/missing	33	0.4558203887939453	75-79
Urothelial Tract	Unknown/missing	36	0.4411157608032227	75-79
Urothelial Tract	Unknown/missing	39	0.4033797836303711	75-79
Urothelial Tract	Unknown/missing	42	0.3931432342529297	75-79
Urothelial Tract	Unknown/missing	45	0.39814201354980466	75-79
Urothelial Tract	Unknown/missing	48	0.385853271484375	75-79
Urothelial Tract	Unknown/missing	51	0.35572860717773436	75-79
Urothelial Tract	Unknown/missing	54	0.34120185852050783	75-79
Urothelial Tract	Unknown/missing	57	0.3075153160095215	75-79
Urothelial Tract	Unknown/missing	60	0.3010942840576172	75-79
Thyroid	I	0.9959999620914459	0.999	75-79
Thyroid	I	2.003999948501587	0.999	75-79
Thyroid	I	3	0.999	75-79
Thyroid	I	3.996000051498413	0.999	75-79
Thyroid	I	5.003999948501587	0.999	75-79
Thyroid	I	6	0.999	75-79
Thyroid	I	9	0.999	75-79
Thyroid	I	12	0.999	75-79
Thyroid	I	15	0.999	75-79
Thyroid	I	18	0.999	75-79
Thyroid	I	21	0.999	75-79
Thyroid	I	24	0.999	75-79
Thyroid	I	27	0.999	75-79
Thyroid	I	30	0.999	75-79
Thyroid	I	33	0.999	75-79
Thyroid	I	36	0.999	75-79
Thyroid	I	39	0.999	75-79
Thyroid	I	42	0.999	75-79
Thyroid	I	45	0.999	75-79
Thyroid	I	48	0.999	75-79
Thyroid	I	51	0.999	75-79
Thyroid	I	54	0.999	75-79
Thyroid	I	57	0.999	75-79
Thyroid	I	60	0.999	75-79
Thyroid	II	0.9959999620914459	0.999	75-79
Thyroid	II	2.003999948501587	0.999	75-79
Thyroid	II	3	0.999	75-79
Thyroid	II	3.996000051498413	0.999	75-79
Thyroid	II	5.003999948501587	0.999	75-79
Thyroid	II	6	0.999	75-79
Thyroid	II	9	0.9781473541259765	75-79
Thyroid	II	12	0.9856053161621093	75-79
Thyroid	II	15	0.99387939453125	75-79
Thyroid	II	18	0.999	75-79
Thyroid	II	21	0.999	75-79
Thyroid	II	24	0.9836805725097656	75-79
Thyroid	II	27	0.992780532836914	75-79
Thyroid	II	30	0.999	75-79
Thyroid	II	33	0.999	75-79
Thyroid	II	36	0.999	75-79
Thyroid	II	39	0.9742025756835937	75-79
Thyroid	II	42	0.9842464447021484	75-79
Thyroid	II	45	0.9266751098632813	75-79
Thyroid	II	48	0.9368843078613281	75-79
Thyroid	II	51	0.7969219970703125	75-79
Thyroid	II	54	0.8051730346679687	75-79
Thyroid	II	57	0.8118373870849609	75-79
Thyroid	II	60	0.8181458282470703	75-79
Thyroid	III	0.9959999620914459	0.999	75-79
Thyroid	III	2.003999948501587	0.999	75-79
Thyroid	III	3	0.9971569061279297	75-79
Thyroid	III	3.996000051498413	0.9890499877929687	75-79
Thyroid	III	5.003999948501587	0.991599349975586	75-79
Thyroid	III	6	0.9941617584228516	75-79
Thyroid	III	9	0.999	75-79
Thyroid	III	12	0.9755879974365235	75-79
Thyroid	III	15	0.9839517211914063	75-79
Thyroid	III	18	0.9924578857421875	75-79
Thyroid	III	21	0.9876970672607421	75-79
Thyroid	III	24	0.9824407958984375	75-79
Thyroid	III	27	0.9762239837646485	75-79
Thyroid	III	30	0.9679196166992188	75-79
Thyroid	III	33	0.9768482971191407	75-79
Thyroid	III	36	0.9858953857421875	75-79
Thyroid	III	39	0.97686279296875	75-79
Thyroid	III	42	0.9872380065917968	75-79
Thyroid	III	45	0.9977995300292969	75-79
Thyroid	III	48	0.999	75-79
Thyroid	III	51	0.9849388122558593	75-79
Thyroid	III	54	0.9973592376708984	75-79
Thyroid	III	57	0.9039118957519531	75-79
Thyroid	III	60	0.9153614044189453	75-79
Thyroid	IV	0.9959999620914459	0.8585054779052734	75-79
Thyroid	IV	2.003999948501587	0.7496827697753906	75-79
Thyroid	IV	3	0.6934112548828125	75-79
Thyroid	IV	3.996000051498413	0.6655905151367187	75-79
Thyroid	IV	5.003999948501587	0.6319495010375976	75-79
Thyroid	IV	6	0.5974922943115234	75-79
Thyroid	IV	9	0.5593625259399414	75-79
Thyroid	IV	12	0.5187964630126953	75-79
Thyroid	IV	15	0.511568603515625	75-79
Thyroid	IV	18	0.5161835098266602	75-79
Thyroid	IV	21	0.5071455383300781	75-79
Thyroid	IV	24	0.4973477554321289	75-79
Thyroid	IV	27	0.47760616302490233	75-79
Thyroid	IV	30	0.45694549560546877	75-79
Thyroid	IV	33	0.46151294708251955	75-79
Thyroid	IV	36	0.4553861618041992	75-79
Thyroid	IV	39	0.4142315673828125	75-79
Thyroid	IV	42	0.3952098083496094	75-79
Thyroid	IV	45	0.3996918869018555	75-79
Thyroid	IV	48	0.38688514709472654	75-79
Thyroid	IV	51	0.3916381072998047	75-79
Thyroid	IV	54	0.3965140914916992	75-79
Thyroid	IV	57	0.40155265808105467	75-79
Thyroid	IV	60	0.3800938034057617	75-79
Thyroid	Unknown/missing	0.9959999620914459	0.8760279846191407	75-79
Thyroid	Unknown/missing	2.003999948501587	0.8463094329833984	75-79
Thyroid	Unknown/missing	3	0.832222671508789	75-79
Thyroid	Unknown/missing	3.996000051498413	0.828980941772461	75-79
Thyroid	Unknown/missing	5.003999948501587	0.8200882720947266	75-79
Thyroid	Unknown/missing	6	0.8166464233398437	75-79
Thyroid	Unknown/missing	9	0.8174445343017578	75-79
Thyroid	Unknown/missing	12	0.8239588928222656	75-79
Thyroid	Unknown/missing	15	0.831300048828125	75-79
Thyroid	Unknown/missing	18	0.8322466278076172	75-79
Thyroid	Unknown/missing	21	0.8396951293945313	75-79
Thyroid	Unknown/missing	24	0.8126738739013671	75-79
Thyroid	Unknown/missing	27	0.8066110229492187	75-79
Thyroid	Unknown/missing	30	0.807230224609375	75-79
Thyroid	Unknown/missing	33	0.7909781646728515	75-79
Thyroid	Unknown/missing	36	0.7905300903320313	75-79
Thyroid	Unknown/missing	39	0.7994777679443359	75-79
Thyroid	Unknown/missing	42	0.7878789520263672	75-79
Thyroid	Unknown/missing	45	0.7842812347412109	75-79
Thyroid	Unknown/missing	48	0.7793978118896484	75-79
Thyroid	Unknown/missing	51	0.789735107421875	75-79
Thyroid	Unknown/missing	54	0.8002776336669922	75-79
Thyroid	Unknown/missing	57	0.8109447479248046	75-79
Thyroid	Unknown/missing	60	0.7739329528808594	75-79
Stomach	I	0.9959999620914459	0.9946260070800781	75-79
Stomach	I	2.003999948501587	0.9890824127197265	75-79
Stomach	I	3	0.9811609649658203	75-79
Stomach	I	3.996000051498413	0.97310302734375	75-79
Stomach	I	5.003999948501587	0.9625896453857422	75-79
Stomach	I	6	0.9564798736572265	75-79
Stomach	I	9	0.917286148071289	75-79
Stomach	I	12	0.9058100891113281	75-79
Stomach	I	15	0.8806072235107422	75-79
Stomach	I	18	0.8472958374023437	75-79
Stomach	I	21	0.8288449096679688	75-79
Stomach	I	24	0.8051663208007812	75-79
Stomach	I	27	0.7802646636962891	75-79
Stomach	I	30	0.7595460510253906	75-79
Stomach	I	33	0.7557221221923828	75-79
Stomach	I	36	0.7404740142822266	75-79
Stomach	I	39	0.7188594055175781	75-79
Stomach	I	42	0.6991596984863281	75-79
Stomach	I	45	0.7018566131591797	75-79
Stomach	I	48	0.7030363464355469	75-79
Stomach	I	51	0.6964175415039062	75-79
Stomach	I	54	0.6829971313476563	75-79
Stomach	I	57	0.6927791595458984	75-79
Stomach	I	60	0.7026010131835938	75-79
Stomach	II	0.9959999620914459	0.9738214111328125	75-79
Stomach	II	2.003999948501587	0.9503704071044922	75-79
Stomach	II	3	0.910550765991211	75-79
Stomach	II	3.996000051498413	0.8700701141357422	75-79
Stomach	II	5.003999948501587	0.8337455749511719	75-79
Stomach	II	6	0.8164760589599609	75-79
Stomach	II	9	0.7520862579345703	75-79
Stomach	II	12	0.6819552612304688	75-79
Stomach	II	15	0.6253955841064454	75-79
Stomach	II	18	0.5838282775878906	75-79
Stomach	II	21	0.5329455184936523	75-79
Stomach	II	24	0.4983758544921875	75-79
Stomach	II	27	0.45864025115966794	75-79
Stomach	II	30	0.4321407699584961	75-79
Stomach	II	33	0.41701133728027345	75-79
Stomach	II	36	0.40329421997070314	75-79
Stomach	II	39	0.3987118911743164	75-79
Stomach	II	42	0.38175960540771486	75-79
Stomach	II	45	0.3699525451660156	75-79
Stomach	II	48	0.35130165100097654	75-79
Stomach	II	51	0.35161872863769533	75-79
Stomach	II	54	0.3374323272705078	75-79
Stomach	II	57	0.3271640396118164	75-79
Stomach	II	60	0.3217387008666992	75-79
Stomach	III	0.9959999620914459	0.9842767333984375	75-79
Stomach	III	2.003999948501587	0.9516398620605468	75-79
Stomach	III	3	0.9118890380859375	75-79
Stomach	III	3.996000051498413	0.8686101531982422	75-79
Stomach	III	5.003999948501587	0.8201428985595703	75-79
Stomach	III	6	0.7967340850830078	75-79
Stomach	III	9	0.6729631805419922	75-79
Stomach	III	12	0.5904169845581054	75-79
Stomach	III	15	0.5211377716064454	75-79
Stomach	III	18	0.45313804626464843	75-79
Stomach	III	21	0.38442665100097656	75-79
Stomach	III	24	0.3414804077148437	75-79
Stomach	III	27	0.31590885162353516	75-79
Stomach	III	30	0.30158069610595706	75-79
Stomach	III	33	0.2825446128845215	75-79
Stomach	III	36	0.2776685905456543	75-79
Stomach	III	39	0.24671657562255858	75-79
Stomach	III	42	0.2161429023742676	75-79
Stomach	III	45	0.21897424697875978	75-79
Stomach	III	48	0.2127228546142578	75-79
Stomach	III	51	0.20597652435302735	75-79
Stomach	III	54	0.20903162002563477	75-79
Stomach	III	57	0.21215988159179688	75-79
Stomach	III	60	0.21534025192260742	75-79
Stomach	IV	0.9959999620914459	0.8194354248046875	75-79
Stomach	IV	2.003999948501587	0.6615609741210937	75-79
Stomach	IV	3	0.5541134643554687	75-79
Stomach	IV	3.996000051498413	0.47689884185791015	75-79
Stomach	IV	5.003999948501587	0.4240890884399414	75-79
Stomach	IV	6	0.38669883728027343	75-79
Stomach	IV	9	0.27047847747802733	75-79
Stomach	IV	12	0.19139816284179687	75-79
Stomach	IV	15	0.13771549224853516	75-79
Stomach	IV	18	0.10444402694702148	75-79
Stomach	IV	21	0.07952737808227539	75-79
Stomach	IV	24	0.06707111835479736	75-79
Stomach	IV	27	0.05405031204223633	75-79
Stomach	IV	30	0.048486795425415036	75-79
Stomach	IV	33	0.04358833312988281	75-79
Stomach	IV	36	0.041805391311645505	75-79
Stomach	IV	39	0.036111879348754886	75-79
Stomach	IV	42	0.03403104782104492	75-79
Stomach	IV	45	0.02995309352874756	75-79
Stomach	IV	48	0.02697009325027466	75-79
Stomach	IV	51	0.027389087677001954	75-79
Stomach	IV	54	0.024811697006225587	75-79
Stomach	IV	57	0.021740009784698488	75-79
Stomach	IV	60	0.022084426879882813	75-79
Stomach	Unknown/missing	0.9959999620914459	0.7852742004394532	75-79
Stomach	Unknown/missing	2.003999948501587	0.6999842834472656	75-79
Stomach	Unknown/missing	3	0.639690055847168	75-79
