NCRAS_Draw	Stage	tAge	IR
Cervix	II	61	1.5599587162321626
Cervix	II	62	1.553348532078164
Cervix	II	63	1.5390408483084876
Cervix	II	64	1.519503748157266
Cervix	II	65	1.498732130533046
Cervix	II	66	1.4803683031690558
Cervix	II	67	1.4673655245596375
Cervix	II	68	1.4619027493446883
Cervix	II	69	1.4651089633236676
Cervix	II	70	1.4777997301183416
Cervix	II	71	1.5010981602758369
Cervix	II	72	1.5361380882219375
Cervix	II	73	1.5839315394506956
Cervix	II	74	1.643768618535655
Cervix	II	75	1.713234999925826
Cervix	II	76	1.7898366839030015
Cervix	II	77	1.8709891823916038
Cervix	II	78	1.9540269187293735
Cervix	II	79	2.037526633128911
Cervix	III	50	0.33879140636599603
Cervix	III	51	0.3824548485575366
Cervix	III	52	0.42587824976615424
Cervix	III	53	0.46899022510585975
Cervix	III	54	0.5099301055136071
Cervix	III	55	0.5450801761877332
Cervix	III	56	0.5707890838639684
Cervix	III	57	0.5834325952140382
Cervix	III	58	0.5796204259280889
Cervix	III	59	0.5612312972783755
Cervix	III	60	0.5353616009365744
Cervix	III	61	0.5092778300261896
Cervix	III	62	0.49029095313722854
Cervix	III	63	0.48568910197145376
Cervix	III	64	0.49731976305040143
Cervix	III	65	0.5213121710022796
Cervix	III	66	0.5532379051895278
Cervix	III	67	0.5879695473974355
Cervix	III	68	0.6195895657697588
Cervix	III	69	0.6451226031492161
Cervix	III	70	0.665473519984365
Cervix	III	71	0.6821348842407382
Cervix	III	72	0.6967461379908807
Cervix	III	73	0.7108993297591784
Cervix	III	74	0.7253082591880474
Cervix	III	75	0.7398533604912702
Cervix	III	76	0.754410553479971
Cervix	III	77	0.7688804380896569
Cervix	III	78	0.7831849007918004
Cervix	III	79	0.7972959565135237
Cervix	IV	50	0.7486858348950703
Cervix	IV	51	0.7397369053753386
Cervix	IV	52	0.7308688341268522
Cervix	IV	53	0.7221576746155488
Cervix	IV	54	0.7154741306535889
Cervix	IV	55	0.7144561798852886
Cervix	IV	56	0.7227836588334013
Cervix	IV	57	0.7441182515337249
Cervix	IV	58	0.7818533709838175
Cervix	IV	59	0.8330921042640901
Cervix	IV	60	0.8887274134767048
Cervix	IV	61	0.9395149717237733
Cervix	IV	62	0.976286503098207
Cervix	IV	63	0.9902932871011244
Cervix	IV	64	0.9830046837033122
Cervix	IV	65	0.966151221324079
Cervix	IV	66	0.9519429360161693
Cervix	IV	67	0.9526682028855614
Cervix	IV	68	0.9801382489412035
Cervix	IV	69	1.035852496366766
Cervix	IV	70	1.1111399403527553
Cervix	IV	71	1.1970801389355665
Cervix	IV	72	1.2850448067997722
Cervix	IV	73	1.3668420520930382
Cervix	IV	74	1.4393942755211737
Cervix	IV	75	1.5046014601521966
Cervix	IV	76	1.5645330068184462
Cervix	IV	77	1.6212768786608525
Cervix	IV	78	1.6769328403361605
Cervix	IV	79	1.7325937676725853
Ovary	I	50	7.280846041319503
Ovary	I	51	7.288142042538337
Ovary	I	52	7.297858147205003
Ovary	I	53	7.309698395227887
Ovary	I	54	7.325872417863084
Ovary	I	55	7.3508954048399895
Ovary	I	56	7.389207354769192
Ovary	I	57	7.445143217420658
Ovary	I	58	7.522767441017617
Ovary	I	59	7.620712320985089
Ovary	I	60	7.73230450333254
Ovary	I	61	7.850778249094935
Ovary	I	62	7.969489332118729
Ovary	I	63	8.081962272724917
Ovary	I	64	8.1814062546024
Ovary	I	65	8.260207038440049
Ovary	I	66	8.310127781445328
Ovary	I	67	8.322386207457155
Ovary	I	68	8.288470054984629
Ovary	I	69	8.215635305033942
Ovary	I	70	8.127280395608398
Ovary	I	71	8.047806745397164
Ovary	I	72	8.002002337361638
Ovary	I	73	8.014290415637648
Ovary	I	74	8.090066442355708
Ovary	I	75	8.215437359917715
Ovary	I	76	8.375688602599372
Ovary	I	77	8.556037755033833
Ovary	I	78	8.741901193080237
Ovary	I	79	8.925899189154883
Ovary	II	50	1.083630297512848
Ovary	II	51	1.1159142055208915
Ovary	II	52	1.1483922509300117
Ovary	II	53	1.1810830720075083
Ovary	II	54	1.215178666237403
Ovary	II	55	1.2530208648825558
Ovary	II	56	1.2969837724489353
Ovary	II	57	1.349444004281726
Ovary	II	58	1.4126120843962904
Ovary	II	59	1.4843080795351338
Ovary	II	60	1.557913487068118
Ovary	II	61	1.6265571832684473
Ovary	II	62	1.6833116839546292
Ovary	II	63	1.721617322357455
Ovary	II	64	1.7435714872698684
Ovary	II	65	1.7598557994333068
Ovary	II	66	1.781437820685861
Ovary	II	67	1.8192713177958728
Ovary	II	68	1.8840324742985373
Ovary	II	69	1.9767206202482805
Ovary	II	70	2.0884582097387088
Ovary	II	71	2.2097711042659527
Ovary	II	72	2.3308337113371174
Ovary	II	73	2.4416040625688447
Ovary	II	74	2.5380627250589
Ovary	II	75	2.622653207858124
Ovary	II	76	2.6983028750608207
Ovary	II	77	2.7681698724063786
Ovary	II	78	2.8355621771293498
Ovary	II	79	2.9022642744554803
Ovary	III	50	3.214570839161924
Ovary	III	51	3.7324377063208463
Ovary	III	52	4.248633833552021
Ovary	III	53	4.763292075546205
Ovary	III	54	5.273174787828601
Ovary	III	55	5.771821163496087
Ovary	III	56	6.252755875960137
Ovary	III	57	6.7095626037537075
Ovary	III	58	7.1367485549211676
Ovary	III	59	7.550298990114758
Ovary	III	60	7.987655008843919
Ovary	III	61	8.487171398187717
Ovary	III	62	9.087196355580708
Ovary	III	63	9.8237716631051
Ovary	III	64	10.681903460650632
Ovary	III	65	11.595903380736729
Ovary	III	66	12.49824488683358
Ovary	III	67	13.321591153638076
Ovary	III	68	14.001357731636608
Ovary	III	69	14.539764620120636
Ovary	III	70	15.006196691051919
Ovary	III	71	15.473384688820483
Ovary	III	72	16.014867689773165
Ovary	III	73	16.702950984948032
Ovary	III	74	17.557757084403413
Ovary	III	75	18.546130847542283
Ovary	III	76	19.631897858486457
Ovary	III	77	20.77814623465402
Ovary	III	78	21.948078111166414
Ovary	III	79	23.122527682618397
Ovary	IV	50	1.5855685141373346
Ovary	IV	51	1.8634394961624143
Ovary	IV	52	2.1403669772663325
Ovary	IV	53	2.4164670496147878
Ovary	IV	54	2.690894729713833
Ovary	IV	55	2.9619201799849386
Ovary	IV	56	3.2278426254428254
Ovary	IV	57	3.487004823982131
Ovary	IV	58	3.7381544081639757
Ovary	IV	59	3.988895227943482
Ovary	IV	60	4.255631173137564
Ovary	IV	61	4.555089263366009
Ovary	IV	62	4.903937955536324
Ovary	IV	63	5.318035076126669
Ovary	IV	64	5.796581291295799
Ovary	IV	65	6.322359882042489
Ovary	IV	66	6.877748478904629
Ovary	IV	67	7.4454942296317235
Ovary	IV	68	8.009141675905964
Ovary	IV	69	8.560810148250804
Ovary	IV	70	9.100659150145722
Ovary	IV	71	9.628638125712794
Ovary	IV	72	10.143853076834064
Ovary	IV	73	10.64445657841645
Ovary	IV	74	11.130117711871623
Ovary	IV	75	11.602937266043028
Ovary	IV	76	12.065604631138042
Ovary	IV	77	12.52138373206521
Ovary	IV	78	12.974019024710701
Ovary	IV	79	13.425635443187298
Uterus	I	50	6.27497284592867
Uterus	I	51	8.640741776244289
Uterus	I	52	10.999875509027367
Uterus	I	53	13.354628550112496
Uterus	I	54	15.681627790915748
Uterus	I	55	17.93319327567573
Uterus	I	56	20.060417096860473
Uterus	I	57	22.014219961480524
Uterus	I	58	23.746913340561413
Uterus	I	59	25.246990929754734
Uterus	I	60	26.539149702622666
Uterus	I	61	27.64959148649076
Uterus	I	62	28.60461071725838
Uterus	I	63	29.431020172202594
Uterus	I	64	30.16142618451012
Uterus	I	65	30.83394952041433
Uterus	I	66	31.486774008392302
Uterus	I	67	32.15781557104511
Uterus	I	68	32.88262348062339
Uterus	I	69	33.647915912335066
Uterus	I	70	34.39171840781106
Uterus	I	71	35.04990503368592
Uterus	I	72	35.558021646992074
Uterus	I	73	35.85311559854118
Uterus	I	74	35.92547346390237
Uterus	I	75	35.81949032383501
Uterus	I	76	35.58240226381854
Uterus	I	77	35.26239595955204
Uterus	I	78	34.90788976506314
Uterus	I	79	34.54409512611182
Uterus	II	50	0.6469284978346526
Uterus	II	51	0.8035354937426606
Uterus	II	52	0.9608478514423598
Uterus	II	53	1.1183896775013364
Uterus	II	54	1.2729844464027782
Uterus	II	55	1.4186361776365135
Uterus	II	56	1.549250873411341
Uterus	II	57	1.6587249102183697
Uterus	II	58	1.741391621619026
Uterus	II	59	1.8025492759913861
Uterus	II	60	1.858576403875074
Uterus	II	61	1.9264746522749516
Uterus	II	62	2.023360238391906
Uterus	II	63	2.165525223857119
Uterus	II	64	2.3497945506676423
Uterus	II	65	2.553534022361198
Uterus	II	66	2.7532885198607246
Uterus	II	67	2.9256918853200284
Uterus	II	68	3.0484231014461125
Uterus	II	69	3.1211086166554223
Uterus	II	70	3.165227313793883
Uterus	II	71	3.2031449400784013
Uterus	II	72	3.2572763717712823
Uterus	II	73	3.3496273558903935
Uterus	II	74	3.4870538257612416
Uterus	II	75	3.661002187217178
Uterus	II	76	3.8621295573483994
Uterus	II	77	4.080799714881106
Uterus	II	78	4.307175365704249
Uterus	II	79	4.536074424086699
Uterus	III	50	1.3576809235954692
Uterus	III	51	1.467141608788282
Uterus	III	52	1.5815715233232868
Uterus	III	53	1.6985920651867323
Uterus	III	54	1.8191418583796084
Uterus	III	55	1.9464819337928996
Uterus	III	56	2.0841007858173186
Uterus	III	57	2.235622578834248
Uterus	III	58	2.4047443651770948
Uterus	III	59	2.5933351310617585
Uterus	III	60	2.801359853572079
Uterus	III	61	3.0286725629832714
Uterus	III	62	3.2750120953592625
Uterus	III	63	3.5397049193586443
Uterus	III	64	3.81633932193911
Uterus	III	65	4.092916185121705
Uterus	III	66	4.357277379439807
Uterus	III	67	4.59736220201738
Uterus	III	68	4.801875896554277
Uterus	III	69	4.975291444119782
Uterus	III	70	5.137814753264988
Uterus	III	71	5.310388913179343
Uterus	III	72	5.51416313955616
Uterus	III	73	5.770049117745815
Uterus	III	74	6.083484716595846
Uterus	III	75	6.443977954117805
Uterus	III	76	6.840075079549915
Uterus	III	77	7.259817855251882
Uterus	III	78	7.690848053784346
Uterus	III	79	8.126599257011934
Uterus	IV	50	0.4963402561281342
Uterus	IV	51	0.5901407130486467
Uterus	IV	52	0.6849017763678137
Uterus	IV	53	0.7801923387055753
Uterus	IV	54	0.8768770823622379
Uterus	IV	55	0.9769093541111711
Uterus	IV	56	1.0823099092859665
Uterus	IV	57	1.1951448444047288
Uterus	IV	58	1.31754078543959
Uterus	IV	59	1.4514114503389317
Uterus	IV	60	1.5983972114125087
Uterus	IV	61	1.7600825560414355
Uterus	IV	62	1.937959987048311
Uterus	IV	63	2.133188299319643
Uterus	IV	64	2.3421445738991364
Uterus	IV	65	2.5565445429116482
Uterus	IV	66	2.767968920807363
Uterus	IV	67	2.968079940091046
Uterus	IV	68	3.148911292098834
Uterus	IV	69	3.309378161161581
Uterus	IV	70	3.455268602306819
Uterus	IV	71	3.5927139961591243
Uterus	IV	72	3.7279186773959383
Uterus	IV	73	3.867066954875701
Uterus	IV	74	4.012928135470499
Uterus	IV	75	4.1647029917662275
Uterus	IV	76	4.3213371575180695
Uterus	IV	77	4.481623501504033
Uterus	IV	78	4.6441954208607354
Uterus	IV	79	4.808282516476179
Anus	I	50	0.30237459131272765
Anus	I	51	0.37814583461892765
Anus	I	52	0.4538226185943945
Anus	I	53	0.5293713838381886
Anus	I	54	0.6035405341423611
Anus	I	55	0.6738736068723362
Anus	I	56	0.7378699378681933
Anus	I	57	0.7930252234260684
Anus	I	58	0.8368911071378867
Anus	I	59	0.868672938600804
Anus	I	60	0.8892469436710598
Anus	I	61	0.8995771337267995
Anus	I	62	0.9006521754214224
Anus	I	63	0.893536067726786
Anus	I	64	0.8804533437819186
Anus	I	65	0.8647739270579002
Anus	I	66	0.849910335449342
Anus	I	67	0.8392585901057701
Anus	I	68	0.8361003610588646
Anus	I	69	0.8416986382253432
Anus	I	70	0.8553348808743605
Anus	I	71	0.8762524752058956
Anus	I	72	0.903760683986522
Anus	I	73	0.9372151990299281
Anus	I	74	0.9757892244178158
Anus	I	75	1.0184245760224355
Anus	I	76	1.0640174778713478
Anus	I	77	1.111442601910346
Anus	I	78	1.1595882904193073
Anus	I	79	1.2078809210384338
Anus	II	50	0.7392320333611829
Anus	II	51	0.8154880706990273
Anus	II	52	0.8917182786899568
Anus	II	53	0.9678601234453142
Anus	II	54	1.0422918358397004
Anus	II	55	1.1118387423879377
Anus	II	56	1.1732596382049572
Anus	II	57	1.22330110417622
Anus	II	58	1.2589494077473633
Anus	II	59	1.283312813111809
Anus	II	60	1.3056801060228644
Anus	II	61	1.335673602381357
Anus	II	62	1.3829683949708738
Anus	II	63	1.4567221487430002
Anus	II	64	1.5538561815168206
Anus	II	65	1.6590313386907116
Anus	II	66	1.7563490143413987
Anus	II	67	1.8299353290795335
Anus	II	68	1.8646912988749584
Anus	II	69	1.861498232203687
Anus	II	70	1.837112650940428
Anus	II	71	1.8088791596859886
Anus	II	72	1.7940261271735958
Anus	II	73	1.8092349714977403
Anus	II	74	1.8592839097763936
Anus	II	75	1.9370399462072512
Anus	II	76	2.0348441502659615
Anus	II	77	2.144948939162087
Anus	II	78	2.2596439990069004
Anus	II	79	2.3749335717997773
Anus	III	50	1.4400095095787762
Anus	III	51	1.4966257675895875
Anus	III	52	1.5533647114148965
Anus	III	53	1.610333588713784
Anus	III	54	1.6706850246143734
Anus	III	55	1.7405977917611908
Anus	III	56	1.8263725789078162
Anus	III	57	1.9343235320346908
Anus	III	58	2.0702970724517966
Anus	III	59	2.2285088086396225
Anus	III	60	2.3914765092687205
Anus	III	61	2.5411385814121736
Anus	III	62	2.6593647629281882
Anus	III	63	2.728667583772033
Anus	III	64	2.747124138946469
Anus	III	65	2.7284112999686263
Anus	III	66	2.6869163994882324
Anus	III	67	2.637021051337816
Anus	III	68	2.592718262735378
Anus	III	69	2.5601418853189677
Anus	III	70	2.5376205414985566
Anus	III	71	2.523178191772837
Anus	III	72	2.5148623904272385
Anus	III	73	2.510689033284402
Anus	III	74	2.509151856072535
Anus	III	75	2.5093080884118444
Anus	III	76	2.510304518543849
Anus	III	77	2.5114184208532877
Anus	III	78	2.512092510520716
Anus	III	79	2.5121153247653134
Anus	IV	50	0.2576249362975524
Anus	IV	51	0.28069094942260087
Anus	IV	52	0.3037545654107998
Anus	IV	53	0.32683050698376553
Anus	IV	54	0.3502605645331349
Anus	IV	55	0.374713324815856
Anus	IV	56	0.40087206849616314
Anus	IV	57	0.42942247278483964
Anus	IV	58	0.46099585176056085
Anus	IV	59	0.4948701888066165
Anus	IV	60	0.528961468525394
Anus	IV	61	0.561117267500722
Anus	IV	62	0.5891763993732954
Anus	IV	63	0.6110485286766977
Anus	IV	64	0.6264001598198161
Anus	IV	65	0.6366586947432881
Anus	IV	66	0.6433294786296879
Anus	IV	67	0.6479153456899422
Anus	IV	68	0.6519077412491243
Anus	IV	69	0.6566882748630545
Anus	IV	70	0.6635427236065117
Anus	IV	71	0.6737720655495855
Anus	IV	72	0.688704044276615
Anus	IV	73	0.7096392738461111
Anus	IV	74	0.7366220967740205
Anus	IV	75	0.7684118424685167
Anus	IV	76	0.8036904987029564
Anus	IV	77	0.8411197714553321
Anus	IV	78	0.8793727768903967
Anus	IV	79	0.9177633929084383
Bladder	I	50	1.3921547855361223
Bladder	I	51	1.796707555865693
Bladder	I	52	2.200280149007989
Bladder	I	53	2.603835487938575
Bladder	I	54	3.021703188447014
Bladder	I	55	3.481613572415365
Bladder	I	56	4.011789927305184
Bladder	I	57	4.640409569513844
Bladder	I	58	5.394631050254813
Bladder	I	59	6.278590637951176
Bladder	I	60	7.2734882588543766
Bladder	I	61	8.359585023568368
Bladder	I	62	9.517116277068668
Bladder	I	63	10.727366460729174
Bladder	I	64	11.997638657164076
Bladder	I	65	13.361385325293046
Bladder	I	66	14.85332097191637
Bladder	I	67	16.50826534925513
Bladder	I	68	18.35967233046362
Bladder	I	69	20.40880074017408
Bladder	I	70	22.624759518013438
Bladder	I	71	24.97529175048605
Bladder	I	72	27.428040820827977
Bladder	I	73	29.95078753548828
Bladder	I	74	32.52131576447952
Bladder	I	75	35.12780212652416
Bladder	I	76	37.75916625315097
Bladder	I	77	40.40470536011345
Bladder	I	78	43.054300431675415
Bladder	I	79	45.7029913409175
Bladder	II	50	1.2552269120275505
Bladder	II	51	1.368459105015928
Bladder	II	52	1.4827389465618301
Bladder	II	53	1.5981185814418741
Bladder	II	54	1.7252213495510251
Bladder	II	55	1.8851534561051102
Bladder	II	56	2.0994873558092455
Bladder	II	57	2.389747898925648
Bladder	II	58	2.7765170173855203
Bladder	II	59	3.2604149162258658
Bladder	II	60	3.8223093925594873
Bladder	II	61	4.442415411533209
Bladder	II	62	5.1010361359175604
Bladder	II	63	5.779199321540469
Bladder	II	64	6.47552233172593
Bladder	II	65	7.206272429386152
Bladder	II	66	7.988524646653628
Bladder	II	67	8.839435944952085
Bladder	II	68	9.77611614940529
Bladder	II	69	10.812811715489701
Bladder	II	70	11.960858022905173
Bladder	II	71	13.231558863533104
Bladder	II	72	14.636534026861492
Bladder	II	73	16.18710699518502
Bladder	II	74	17.875197967137133
Bladder	II	75	19.672591791435856
Bladder	II	76	21.54959599477751
Bladder	II	77	23.475824958002015
Bladder	II	78	25.420893755912967
Bladder	II	79	27.368897558110053
Bladder	III	50	0.4356257576952913
Bladder	III	51	0.48700706623571655
Bladder	III	52	0.5386591703329016
Bladder	III	53	0.590598091716703
Bladder	III	54	0.64563291335013
Bladder	III	55	0.7093513976492228
Bladder	III	56	0.7874787054700266
Bladder	III	57	0.885743420003311
Bladder	III	58	1.0096574587053286
Bladder	III	59	1.1598452927054854
Bladder	III	60	1.3320529303809785
Bladder	III	61	1.5218217701452752
Bladder	III	62	1.7246915011668817
Bladder	III	63	1.9365005941655085
Bladder	III	64	2.1603082107029
Bladder	III	65	2.4064516526207362
Bladder	III	66	2.6856484834658616
Bladder	III	67	3.0086509901247824
Bladder	III	68	3.385571186687148
Bladder	III	69	3.8121006184463124
Bladder	III	70	4.269586027577571
Bladder	III	71	4.738785161269121
Bladder	III	72	5.2003478125900235
Bladder	III	73	5.635165214467994
Bladder	III	74	6.036552187797794
Bladder	III	75	6.410637409393463
Bladder	III	76	6.764404351408497
Bladder	III	77	7.10521736827013
Bladder	III	78	7.440649538672479
Bladder	III	79	7.774777348630226
Bladder	IV	50	0.6743394746453413
Bladder	IV	51	0.8525202788252455
Bladder	IV	52	1.0303628160781404
Bladder	IV	53	1.2080387137317956
Bladder	IV	54	1.3866511365740795
Bladder	IV	55	1.568303485152072
Bladder	IV	56	1.7552052633138706
Bladder	IV	57	1.9496561280799256
Bladder	IV	58	2.154274850561274
Bladder	IV	59	2.3767892492268032
Bladder	IV	60	2.629731946739847
Bladder	IV	61	2.925572588182097
Bladder	IV	62	3.276720095884928
Bladder	IV	63	3.6951772059181494
Bladder	IV	64	4.180442263917523
Bladder	IV	65	4.719260748489541
Bladder	IV	66	5.297594344180024
Bladder	IV	67	5.901182837483122
Bladder	IV	68	6.516213774113801
Bladder	IV	69	7.141426421068857
Bladder	IV	70	7.788038643561238
Bladder	IV	71	8.467649213789237
Bladder	IV	72	9.191748563731993
Bladder	IV	73	9.97138012972598
Bladder	IV	74	10.806181865659335
Bladder	IV	75	11.684338356127377
Bladder	IV	76	12.593549259837094
Bladder	IV	77	13.521448914853355
Bladder	IV	78	14.455838674810913
Bladder	IV	79	15.390462155557538
Breast	I	50	68.02473444936649
Breast	I	51	68.0984823648542
Breast	I	52	68.17182333336915
Breast	I	53	68.2483339611397
Breast	I	54	68.41399844930568
Breast	I	55	68.83708545927794
Breast	I	56	69.68922257742142
Breast	I	57	71.14177492379191
Breast	I	58	73.36281939884131
Breast	I	59	76.45123448327023
Breast	I	60	80.437021916319
Breast	I	61	85.34751817680583
Breast	I	62	91.21056961028165
Breast	I	63	98.03431790482637
Breast	I	64	105.3583077760817
Breast	I	65	112.25306415859386
Breast	I	66	117.768243176292
Breast	I	67	120.95238556855743
Breast	I	68	120.89476773432264
Breast	I	69	117.65850062176871
Breast	I	70	112.27966380162022
Breast	I	71	105.83222621612424
Breast	I	72	99.38527906664429
Breast	I	73	93.97580304579286
Breast	I	74	89.96525235999023
Breast	I	75	87.04414397894399
Breast	I	76	84.88111988035105
Breast	I	77	83.1503304615206
Breast	I	78	81.53562588888184
Breast	I	79	79.87810491185242
Breast	II	50	57.85323810760212
Breast	II	51	56.903172958346296
Breast	II	52	55.95356519088947
Breast	II	53	55.006782928171525
Breast	II	54	54.119491502989625
Breast	II	55	53.40275979308437
Breast	II	56	52.97018768262699
Breast	II	57	52.93552800501498
Breast	II	58	53.40867989790426
Breast	II	59	54.408385858205804
Breast	II	60	55.86212402343345
Breast	II	61	57.693292691269264
Breast	II	62	59.82508552374605
Breast	II	63	62.177523691404794
Breast	II	64	64.60567292136741
Breast	II	65	66.89985217656664
Breast	II	66	68.84780269582559
Breast	II	67	70.2379024425403
Breast	II	68	70.87395498082071
Breast	II	69	70.89322418629293
Breast	II	70	70.76692211081809
Breast	II	71	70.98343510442666
Breast	II	72	72.03437575000429
Breast	II	73	74.39721923212907
Breast	II	74	78.16958595230685
Breast	II	75	83.06570195250966
Breast	II	76	88.77825908602468
Breast	II	77	94.99588881408499
Breast	II	78	101.41120996882067
Breast	II	79	107.86540678180326
Breast	III	50	13.040040901856868
Breast	III	51	12.861180958854066
Breast	III	52	12.682396117457348
Breast	III	53	12.504070272044556
Breast	III	54	12.335390969080581
Breast	III	55	12.194377341739278
Breast	III	56	12.099485880236001
Breast	III	57	12.069244597208526
Breast	III	58	12.121433842198918
Breast	III	59	12.254690871000442
Breast	III	60	12.448429239775766
Breast	III	61	12.681149267724988
Breast	III	62	12.93120351804795
Breast	III	63	13.177280033323989
Breast	III	64	13.410606985509988
Breast	III	65	13.635078208215695
Breast	III	66	13.855260600633715
Breast	III	67	14.076029653509163
Breast	III	68	14.303562593471359
Breast	III	69	14.563682612799486
Breast	III	70	14.90195028098793
Breast	III	71	15.365630191992294
Breast	III	72	16.002696726474934
