"time"	"n.risk"	"n.event"	"n.censored"
0	1230	0	17
0.0829999968409538	1213	2	17
0.166999995708466	1194	0	17
0.25	1177	2	17
0.333000004291534	1158	2	18
0.416999995708466	1138	1	17
0.5	1120	0	52
0.75	1068	3	51
1	1014	8	53
1.25	953	4	54
1.5	895	2	54
1.75	839	5	53
2	781	7	50
2.25	724	3	51
2.5	670	1	50
2.75	619	3	50
3	566	0	48
3.25	518	0	49
3.5	469	2	49
3.75	418	0	48
4	370	1	35
4.25	334	2	36
4.5	296	3	36
4.75	257	0	0
5	222	2	0
