"time"	"n.risk"	"n.event"	"n.censored"
0	2354	0	33
0.0829999968409538	2321	0	34
0.166999995708466	2287	0	33
0.25	2254	2	33
0.333000004291534	2219	0	34
0.416999995708466	2185	0	34
0.5	2151	2	100
0.75	2049	4	100
1	1945	4	104
1.25	1837	4	105
1.5	1728	0	105
1.75	1623	2	104
2	1517	4	95
2.25	1418	0	96
2.5	1322	0	96
2.75	1226	0	95
3	1131	4	100
3.25	1027	1	100
3.5	926	2	100
3.75	824	1	99
4	724	2	74
4.25	648	0	74
4.5	574	0	74
4.75	500	0	0
5	427	1	0
