NCRAS_Draw	Stage	Months	OS	CSS	Age
Liver/Bile-duct	II	3	0	0.8593901062011718	75-79 years
Liver/Bile-duct	II	3.996000051498413	0	0.8317086029052735	75-79 years
Liver/Bile-duct	II	5.003999948501587	0	0.8161881256103516	75-79 years
Liver/Bile-duct	II	6	0	0.7950969696044922	75-79 years
Liver/Bile-duct	II	9	0	0.7103864288330078	75-79 years
Liver/Bile-duct	II	12	0	0.6725232696533203	75-79 years
Liver/Bile-duct	II	15	0	0.6369968032836915	75-79 years
Liver/Bile-duct	II	18	0	0.563286018371582	75-79 years
Liver/Bile-duct	II	21	0	0.5319198226928711	75-79 years
Liver/Bile-duct	II	24	0	0.4981945037841797	75-79 years
Liver/Bile-duct	II	27	0	0.5038906860351563	75-79 years
Liver/Bile-duct	II	30	0	0.5004891586303711	75-79 years
Liver/Bile-duct	II	33	0	0.4744939422607422	75-79 years
Liver/Bile-duct	II	36	0	0.4066015243530273	75-79 years
Liver/Bile-duct	II	39	0	0.370268669128418	75-79 years
Liver/Bile-duct	II	42	0	0.3749637985229492	75-79 years
Liver/Bile-duct	II	45	0	0.3797863006591797	75-79 years
Liver/Bile-duct	II	48	0	0.3847068405151367	75-79 years
Liver/Bile-duct	II	51	0	0.3903560256958008	75-79 years
Liver/Bile-duct	II	54	0	0.35178333282470703	75-79 years
Liver/Bile-duct	II	57	0	0.35676937103271483	75-79 years
Liver/Bile-duct	II	60	0	0.36169895172119143	75-79 years
Liver/Bile-duct	III	0.9959999620914459	0	0.915571060180664	75-79 years
Liver/Bile-duct	III	2.003999948501587	0	0.7937676239013672	75-79 years
Liver/Bile-duct	III	3	0	0.6924256896972656	75-79 years
Liver/Bile-duct	III	3.996000051498413	0	0.6057844924926757	75-79 years
Liver/Bile-duct	III	5.003999948501587	0	0.5431978225708007	75-79 years
Liver/Bile-duct	III	6	0	0.49816184997558594	75-79 years
Liver/Bile-duct	III	9	0	0.4306764602661133	75-79 years
Liver/Bile-duct	III	12	0	0.3700412750244141	75-79 years
Liver/Bile-duct	III	15	0	0.32565563201904296	75-79 years
Liver/Bile-duct	III	18	0	0.26150434494018554	75-79 years
Liver/Bile-duct	III	21	0	0.2414054298400879	75-79 years
Liver/Bile-duct	III	24	0	0.19418516159057617	75-79 years
Liver/Bile-duct	III	27	0	0.15563483238220216	75-79 years
Liver/Bile-duct	III	30	0	0.15029705047607422	75-79 years
Liver/Bile-duct	III	33	0	0.13579031944274902	75-79 years
Liver/Bile-duct	III	36	0	0.11051084518432618	75-79 years
Liver/Bile-duct	III	39	0	0.10079355239868164	75-79 years
Liver/Bile-duct	III	42	0	0.10224028587341309	75-79 years
Liver/Bile-duct	III	45	0	0.1037099838256836	75-79 years
Liver/Bile-duct	III	48	0	0.10520402908325195	75-79 years
Liver/Bile-duct	III	51	0	0.10677172660827637	75-79 years
Liver/Bile-duct	III	54	0	0.10815715789794922	75-79 years
Liver/Bile-duct	III	57	0	0.10950836181640625	75-79 years
Liver/Bile-duct	III	60	0	0.1108158302307129	75-79 years
Liver/Bile-duct	IV	0.9959999620914459	0	0.777333984375	75-79 years
Liver/Bile-duct	IV	2.003999948501587	0	0.6028042602539062	75-79 years
Liver/Bile-duct	IV	3	0	0.48027721405029294	75-79 years
Liver/Bile-duct	IV	3.996000051498413	0	0.42367317199707033	75-79 years
Liver/Bile-duct	IV	5.003999948501587	0	0.35746063232421876	75-79 years
Liver/Bile-duct	IV	6	0	0.3027090072631836	75-79 years
Liver/Bile-duct	IV	9	0	0.2188565254211426	75-79 years
Liver/Bile-duct	IV	12	0	0.15172614097595216	75-79 years
Liver/Bile-duct	IV	15	0	0.10900948524475097	75-79 years
Liver/Bile-duct	IV	18	0	0.08039449691772461	75-79 years
Liver/Bile-duct	IV	21	0	0.06409569263458252	75-79 years
Liver/Bile-duct	IV	24	0	0.049040613174438474	75-79 years
Liver/Bile-duct	IV	27	0	0.044601941108703615	75-79 years
Liver/Bile-duct	IV	30	0	0.03921324014663696	75-79 years
Liver/Bile-duct	IV	33	0	0.03343183517456055	75-79 years
Liver/Bile-duct	IV	36	0	0.03149531364440918	75-79 years
Liver/Bile-duct	IV	39	0	0.0318829607963562	75-79 years
Liver/Bile-duct	IV	42	0	0.02665611505508423	75-79 years
Liver/Bile-duct	IV	45	0	0.027004752159118652	75-79 years
Liver/Bile-duct	IV	48	0	0.027361688613891603	75-79 years
Liver/Bile-duct	IV	51	0	0.02776970624923706	75-79 years
Liver/Bile-duct	IV	54	0	0.0281965970993042	75-79 years
Liver/Bile-duct	IV	57	0	0.02864226818084717	75-79 years
Liver/Bile-duct	IV	60	0	0.029088494777679445	75-79 years
Liver/Bile-duct	Unknown/missing	0.9959999620914459	0	0.7780536651611328	75-79 years
Liver/Bile-duct	Unknown/missing	2.003999948501587	0	0.67418701171875	75-79 years
Liver/Bile-duct	Unknown/missing	3	0	0.603761863708496	75-79 years
Liver/Bile-duct	Unknown/missing	3.996000051498413	0	0.5466432571411133	75-79 years
Liver/Bile-duct	Unknown/missing	5.003999948501587	0	0.5007254028320313	75-79 years
Liver/Bile-duct	Unknown/missing	6	0	0.4669132995605469	75-79 years
Liver/Bile-duct	Unknown/missing	9	0	0.3855181884765625	75-79 years
Liver/Bile-duct	Unknown/missing	12	0	0.32444320678710936	75-79 years
Liver/Bile-duct	Unknown/missing	15	0	0.28116914749145505	75-79 years
Liver/Bile-duct	Unknown/missing	18	0	0.2559813499450684	75-79 years
Liver/Bile-duct	Unknown/missing	21	0	0.226186580657959	75-79 years
Liver/Bile-duct	Unknown/missing	24	0	0.19963550567626953	75-79 years
Liver/Bile-duct	Unknown/missing	27	0	0.17773359298706054	75-79 years
Liver/Bile-duct	Unknown/missing	30	0	0.16249032974243163	75-79 years
Liver/Bile-duct	Unknown/missing	33	0	0.14007509231567383	75-79 years
Liver/Bile-duct	Unknown/missing	36	0	0.12719060897827147	75-79 years
Liver/Bile-duct	Unknown/missing	39	0	0.11392902374267579	75-79 years
Liver/Bile-duct	Unknown/missing	42	0	0.1084168815612793	75-79 years
Liver/Bile-duct	Unknown/missing	45	0	0.0978775978088379	75-79 years
Liver/Bile-duct	Unknown/missing	48	0	0.08829936027526855	75-79 years
Liver/Bile-duct	Unknown/missing	51	0	0.08101911544799804	75-79 years
Liver/Bile-duct	Unknown/missing	54	0	0.07815827369689941	75-79 years
Liver/Bile-duct	Unknown/missing	57	0	0.0724878692626953	75-79 years
Liver/Bile-duct	Unknown/missing	60	0	0.062009210586547854	75-79 years
Kidney	I	0.9959999620914459	0	0.9935478210449219	75-79 years
Kidney	I	2.003999948501587	0	0.9858930969238281	75-79 years
Kidney	I	3	0	0.9842200469970703	75-79 years
Kidney	I	3.996000051498413	0	0.9798470306396484	75-79 years
Kidney	I	5.003999948501587	0	0.974824447631836	75-79 years
Kidney	I	6	0	0.9712651062011719	75-79 years
Kidney	I	9	0	0.9614967346191406	75-79 years
Kidney	I	12	0	0.9530413055419922	75-79 years
Kidney	I	15	0	0.9489777374267578	75-79 years
Kidney	I	18	0	0.9412976837158203	75-79 years
Kidney	I	21	0	0.9350858306884766	75-79 years
Kidney	I	24	0	0.9275546264648438	75-79 years
Kidney	I	27	0	0.9211961364746094	75-79 years
Kidney	I	30	0	0.9194833374023438	75-79 years
Kidney	I	33	0	0.9122692108154297	75-79 years
Kidney	I	36	0	0.9068257904052734	75-79 years
Kidney	I	39	0	0.9045687103271485	75-79 years
Kidney	I	42	0	0.8990520477294922	75-79 years
Kidney	I	45	0	0.8915651702880859	75-79 years
Kidney	I	48	0	0.8787631988525391	75-79 years
Kidney	I	51	0	0.8698931884765625	75-79 years
Kidney	I	54	0	0.8720851898193359	75-79 years
Kidney	I	57	0	0.861810073852539	75-79 years
Kidney	I	60	0	0.8615080261230469	75-79 years
Kidney	II	0.9959999620914459	0	0.9833727264404297	75-79 years
Kidney	II	2.003999948501587	0	0.9778251647949219	75-79 years
Kidney	II	3	0	0.9635087585449219	75-79 years
Kidney	II	3.996000051498413	0	0.9576229095458985	75-79 years
Kidney	II	5.003999948501587	0	0.9485567474365234	75-79 years
Kidney	II	6	0	0.945313720703125	75-79 years
Kidney	II	9	0	0.9381193542480468	75-79 years
Kidney	II	12	0	0.9398060607910156	75-79 years
Kidney	II	15	0	0.9137860870361328	75-79 years
Kidney	II	18	0	0.9041564178466797	75-79 years
Kidney	II	21	0	0.8938204956054687	75-79 years
Kidney	II	24	0	0.864886474609375	75-79 years
Kidney	II	27	0	0.847165298461914	75-79 years
Kidney	II	30	0	0.8424402618408203	75-79 years
Kidney	II	33	0	0.8197786712646484	75-79 years
Kidney	II	36	0	0.806466064453125	75-79 years
Kidney	II	39	0	0.7925153350830079	75-79 years
Kidney	II	42	0	0.7773255920410156	75-79 years
Kidney	II	45	0	0.7656126403808594	75-79 years
Kidney	II	48	0	0.7582434844970704	75-79 years
Kidney	II	51	0	0.7403685760498047	75-79 years
Kidney	II	54	0	0.7279969787597657	75-79 years
Kidney	II	57	0	0.7386064147949218	75-79 years
Kidney	II	60	0	0.74925537109375	75-79 years
Kidney	III	0.9959999620914459	0	0.9910524749755859	75-79 years
Kidney	III	2.003999948501587	0	0.9784896850585938	75-79 years
Kidney	III	3	0	0.9598139190673828	75-79 years
Kidney	III	3.996000051498413	0	0.9487606811523438	75-79 years
Kidney	III	5.003999948501587	0	0.9410064697265625	75-79 years
Kidney	III	6	0	0.93299560546875	75-79 years
Kidney	III	9	0	0.9163674926757812	75-79 years
Kidney	III	12	0	0.9032022094726563	75-79 years
Kidney	III	15	0	0.8923289489746093	75-79 years
Kidney	III	18	0	0.8769535064697266	75-79 years
Kidney	III	21	0	0.8568569183349609	75-79 years
Kidney	III	24	0	0.8517412567138671	75-79 years
Kidney	III	27	0	0.8483682250976563	75-79 years
Kidney	III	30	0	0.8394363403320313	75-79 years
Kidney	III	33	0	0.8196006011962891	75-79 years
Kidney	III	36	0	0.8073069000244141	75-79 years
Kidney	III	39	0	0.7906537628173829	75-79 years
Kidney	III	42	0	0.7761516571044922	75-79 years
Kidney	III	45	0	0.7655839538574218	75-79 years
Kidney	III	48	0	0.7643082427978516	75-79 years
Kidney	III	51	0	0.7413990783691407	75-79 years
Kidney	III	54	0	0.7521179962158203	75-79 years
Kidney	III	57	0	0.7444092559814454	75-79 years
Kidney	III	60	0	0.7200128173828125	75-79 years
Kidney	IV	0.9959999620914459	0	0.8453553771972656	75-79 years
Kidney	IV	2.003999948501587	0	0.7269337463378907	75-79 years
Kidney	IV	3	0	0.6380587768554687	75-79 years
Kidney	IV	3.996000051498413	0	0.568270034790039	75-79 years
Kidney	IV	5.003999948501587	0	0.5261433029174805	75-79 years
Kidney	IV	6	0	0.4770970916748047	75-79 years
Kidney	IV	9	0	0.38826942443847656	75-79 years
Kidney	IV	12	0	0.3371003723144531	75-79 years
Kidney	IV	15	0	0.2916339683532715	75-79 years
Kidney	IV	18	0	0.258428783416748	75-79 years
Kidney	IV	21	0	0.24131950378417968	75-79 years
Kidney	IV	24	0	0.22654155731201173	75-79 years
Kidney	IV	27	0	0.21465108871459962	75-79 years
Kidney	IV	30	0	0.19869821548461913	75-79 years
Kidney	IV	33	0	0.17567733764648438	75-79 years
Kidney	IV	36	0	0.16724157333374023	75-79 years
Kidney	IV	39	0	0.15604801177978517	75-79 years
Kidney	IV	42	0	0.147478084564209	75-79 years
Kidney	IV	45	0	0.14474124908447267	75-79 years
Kidney	IV	48	0	0.14115256309509278	75-79 years
Kidney	IV	51	0	0.13402122497558594	75-79 years
Kidney	IV	54	0	0.12577324867248535	75-79 years
Kidney	IV	57	0	0.12345625877380371	75-79 years
Kidney	IV	60	0	0.10106416702270508	75-79 years
Kidney	Unknown/missing	0.9959999620914459	0	0.8341530609130859	75-79 years
Kidney	Unknown/missing	2.003999948501587	0	0.79442138671875	75-79 years
Kidney	Unknown/missing	3	0	0.7645785522460937	75-79 years
Kidney	Unknown/missing	3.996000051498413	0	0.7438817596435547	75-79 years
Kidney	Unknown/missing	5.003999948501587	0	0.7289511108398438	75-79 years
Kidney	Unknown/missing	6	0	0.7236479187011718	75-79 years
Kidney	Unknown/missing	9	0	0.6827277374267579	75-79 years
Kidney	Unknown/missing	12	0	0.6596509552001953	75-79 years
Kidney	Unknown/missing	15	0	0.6372572708129883	75-79 years
Kidney	Unknown/missing	18	0	0.6234866333007812	75-79 years
Kidney	Unknown/missing	21	0	0.6073978042602539	75-79 years
Kidney	Unknown/missing	24	0	0.5979410934448243	75-79 years
Kidney	Unknown/missing	27	0	0.5884078216552734	75-79 years
Kidney	Unknown/missing	30	0	0.5780931091308594	75-79 years
Kidney	Unknown/missing	33	0	0.5687033081054688	75-79 years
Kidney	Unknown/missing	36	0	0.5619453811645507	75-79 years
Kidney	Unknown/missing	39	0	0.555145378112793	75-79 years
Kidney	Unknown/missing	42	0	0.5557792282104492	75-79 years
Kidney	Unknown/missing	45	0	0.5444039154052734	75-79 years
Kidney	Unknown/missing	48	0	0.5411164855957031	75-79 years
Kidney	Unknown/missing	51	0	0.5380556106567382	75-79 years
Kidney	Unknown/missing	54	0	0.5364981842041016	75-79 years
Kidney	Unknown/missing	57	0	0.5338572692871094	75-79 years
Kidney	Unknown/missing	60	0	0.5295611572265625	75-79 years
Head and Neck	I	0.9959999620914459	0	0.999	75-79 years
Head and Neck	I	2.003999948501587	0	0.999	75-79 years
Head and Neck	I	3	0	0.999350814819336	75-79 years
Head and Neck	I	3.996000051498413	0	0.9986213684082031	75-79 years
Head and Neck	I	5.003999948501587	0	0.9965203094482422	75-79 years
Head and Neck	I	6	0	0.9930125427246094	75-79 years
Head and Neck	I	9	0	0.991270751953125	75-79 years
Head and Neck	I	12	0	0.9756026458740235	75-79 years
Head and Neck	I	15	0	0.9701287841796875	75-79 years
Head and Neck	I	18	0	0.9619428253173828	75-79 years
Head and Neck	I	21	0	0.9471531677246093	75-79 years
Head and Neck	I	24	0	0.9362532806396484	75-79 years
Head and Neck	I	27	0	0.9331204986572266	75-79 years
Head and Neck	I	30	0	0.926448974609375	75-79 years
Head and Neck	I	33	0	0.9155490112304687	75-79 years
Head and Neck	I	36	0	0.9080134582519531	75-79 years
Head and Neck	I	39	0	0.904161376953125	75-79 years
Head and Neck	I	42	0	0.9092823028564453	75-79 years
Head and Neck	I	45	0	0.9167002868652344	75-79 years
Head and Neck	I	48	0	0.9099892425537109	75-79 years
Head and Neck	I	51	0	0.8930343627929688	75-79 years
Head and Neck	I	54	0	0.8937236022949219	75-79 years
Head and Neck	I	57	0	0.8833070373535157	75-79 years
Head and Neck	I	60	0	0.8878176879882812	75-79 years
Head and Neck	II	0.9959999620914459	0	0.999	75-79 years
Head and Neck	II	2.003999948501587	0	0.999	75-79 years
Head and Neck	II	3	0	0.9885108947753907	75-79 years
Head and Neck	II	3.996000051498413	0	0.987344970703125	75-79 years
Head and Neck	II	5.003999948501587	0	0.9817605590820313	75-79 years
Head and Neck	II	6	0	0.9738198852539063	75-79 years
Head and Neck	II	9	0	0.9533417510986328	75-79 years
Head and Neck	II	12	0	0.9308808135986328	75-79 years
Head and Neck	II	15	0	0.9022478485107421	75-79 years
Head and Neck	II	18	0	0.8707811737060547	75-79 years
Head and Neck	II	21	0	0.8564055633544921	75-79 years
Head and Neck	II	24	0	0.8439380645751953	75-79 years
Head and Neck	II	27	0	0.8108073425292969	75-79 years
Head and Neck	II	30	0	0.8056393432617187	75-79 years
Head and Neck	II	33	0	0.7844086456298828	75-79 years
Head and Neck	II	36	0	0.776430435180664	75-79 years
Head and Neck	II	39	0	0.7722388458251953	75-79 years
Head and Neck	II	42	0	0.7649177551269531	75-79 years
Head and Neck	II	45	0	0.73826416015625	75-79 years
Head and Neck	II	48	0	0.7274871826171875	75-79 years
Head and Neck	II	51	0	0.7231672668457031	75-79 years
Head and Neck	II	54	0	0.7162744140625	75-79 years
Head and Neck	II	57	0	0.6942472839355469	75-79 years
Head and Neck	II	60	0	0.6678998565673828	75-79 years
Head and Neck	III	0.9959999620914459	0	0.9880650329589844	75-79 years
Head and Neck	III	2.003999948501587	0	0.9557479858398438	75-79 years
Head and Neck	III	3	0	0.9406136322021484	75-79 years
Head and Neck	III	3.996000051498413	0	0.92729949951171875	75-79 years
Head and Neck	III	5.003999948501587	0	0.9135265350341797	75-79 years
Head and Neck	III	6	0	0.8968790435791015	75-79 years
Head and Neck	III	9	0	0.8547689056396485	75-79 years
Head and Neck	III	12	0	0.7921668243408203	75-79 years
Head and Neck	III	15	0	0.7479820251464844	75-79 years
Head and Neck	III	18	0	0.6958597564697265	75-79 years
Head and Neck	III	21	0	0.6789498901367188	75-79 years
Head and Neck	III	24	0	0.6598639678955078	75-79 years
Head and Neck	III	27	0	0.6231481552124023	75-79 years
Head and Neck	III	30	0	0.6128057098388672	75-79 years
Head and Neck	III	33	0	0.5900673294067382	75-79 years
Head and Neck	III	36	0	0.5865065383911133	75-79 years
Head and Neck	III	39	0	0.5761504364013672	75-79 years
Head and Neck	III	42	0	0.576718521118164	75-79 years
Head and Neck	III	45	0	0.5700519561767579	75-79 years
Head and Neck	III	48	0	0.5698299407958984	75-79 years
Head and Neck	III	51	0	0.5686804580688477	75-79 years
Head and Neck	III	54	0	0.5638961029052735	75-79 years
Head and Neck	III	57	0	0.5725927352905273	75-79 years
Head and Neck	III	60	0	0.5269409942626954	75-79 years
Head and Neck	IV	0.9959999620914459	0	0.9657752227783203	75-79 years
Head and Neck	IV	2.003999948501587	0	0.9224506378173828	75-79 years
Head and Neck	IV	3	0	0.8756584167480469	75-79 years
Head and Neck	IV	3.996000051498413	0	0.8277775573730469	75-79 years
Head and Neck	IV	5.003999948501587	0	0.7825070190429687	75-79 years
Head and Neck	IV	6	0	0.7476022338867188	75-79 years
Head and Neck	IV	9	0	0.6686579895019531	75-79 years
Head and Neck	IV	12	0	0.6053656387329102	75-79 years
Head and Neck	IV	15	0	0.5496091842651367	75-79 years
Head and Neck	IV	18	0	0.5121210098266602	75-79 years
Head and Neck	IV	21	0	0.4825302505493164	75-79 years
Head and Neck	IV	24	0	0.4658318328857422	75-79 years
Head and Neck	IV	27	0	0.44159736633300783	75-79 years
Head and Neck	IV	30	0	0.43299713134765627	75-79 years
Head and Neck	IV	33	0	0.4212773132324219	75-79 years
Head and Neck	IV	36	0	0.4117156982421875	75-79 years
Head and Neck	IV	39	0	0.40255443572998045	75-79 years
Head and Neck	IV	42	0	0.3898595428466797	75-79 years
Head and Neck	IV	45	0	0.37817352294921874	75-79 years
Head and Neck	IV	48	0	0.361429443359375	75-79 years
Head and Neck	IV	51	0	0.3553821563720703	75-79 years
Head and Neck	IV	54	0	0.33526756286621096	75-79 years
Head and Neck	IV	57	0	0.31720096588134766	75-79 years
Head and Neck	IV	60	0	0.30239654541015626	75-79 years
Head and Neck	Unknown/missing	0.9959999620914459	0	0.8851772308349609	75-79 years
Head and Neck	Unknown/missing	2.003999948501587	0	0.8416281890869141	75-79 years
Head and Neck	Unknown/missing	3	0	0.8093408203125	75-79 years
Head and Neck	Unknown/missing	3.996000051498413	0	0.7744866943359375	75-79 years
Head and Neck	Unknown/missing	5.003999948501587	0	0.7605037689208984	75-79 years
Head and Neck	Unknown/missing	6	0	0.7444417572021484	75-79 years
Head and Neck	Unknown/missing	9	0	0.7036669921875	75-79 years
Head and Neck	Unknown/missing	12	0	0.6725012969970703	75-79 years
Head and Neck	Unknown/missing	15	0	0.6324774169921875	75-79 years
Head and Neck	Unknown/missing	18	0	0.6201625442504883	75-79 years
Head and Neck	Unknown/missing	21	0	0.6009696197509765	75-79 years
Head and Neck	Unknown/missing	24	0	0.5847676849365234	75-79 years
Head and Neck	Unknown/missing	27	0	0.5776017379760742	75-79 years
Head and Neck	Unknown/missing	30	0	0.5645155334472656	75-79 years
Head and Neck	Unknown/missing	33	0	0.5581415176391602	75-79 years
Head and Neck	Unknown/missing	36	0	0.5404108810424805	75-79 years
Head and Neck	Unknown/missing	39	0	0.5386122512817383	75-79 years
Head and Neck	Unknown/missing	42	0	0.5278899765014649	75-79 years
Head and Neck	Unknown/missing	45	0	0.5189453506469727	75-79 years
Head and Neck	Unknown/missing	48	0	0.5089155578613281	75-79 years
Head and Neck	Unknown/missing	51	0	0.5017451477050782	75-79 years
Head and Neck	Unknown/missing	54	0	0.4971446990966797	75-79 years
Head and Neck	Unknown/missing	57	0	0.4902223587036133	75-79 years
Head and Neck	Unknown/missing	60	0	0.49729816436767577	75-79 years
Gallbladder	I	0.9959999620914459	0	0.9456581115722656	75-79 years
Gallbladder	I	2.003999948501587	0	0.9484516143798828	75-79 years
Gallbladder	I	3	0	0.9157794952392578	75-79 years
Gallbladder	I	3.996000051498413	0	0.8824532318115235	75-79 years
Gallbladder	I	5.003999948501587	0	0.8367536163330078	75-79 years
Gallbladder	I	6	0	0.8147895050048828	75-79 years
Gallbladder	I	9	0	0.7579604339599609	75-79 years
Gallbladder	I	12	0	0.7374708557128906	75-79 years
Gallbladder	I	15	0	0.6877991485595704	75-79 years
Gallbladder	I	18	0	0.6191149520874023	75-79 years
Gallbladder	I	21	0	0.5564849472045899	75-79 years
Gallbladder	I	24	0	0.5432496643066407	75-79 years
Gallbladder	I	27	0	0.48411563873291014	75-79 years
Gallbladder	I	30	0	0.48944820404052736	75-79 years
Gallbladder	I	33	0	0.44355724334716795	75-79 years
Gallbladder	I	36	0	0.416802864074707	75-79 years
Gallbladder	I	39	0	0.31132835388183594	75-79 years
Gallbladder	I	42	0	0.31513654708862304	75-79 years
Gallbladder	I	45	0	0.3190406608581543	75-79 years
Gallbladder	I	48	0	0.3230052185058594	75-79 years
Gallbladder	I	51	0	0.32746334075927735	75-79 years
Gallbladder	I	54	0	0.33215213775634767	75-79 years
Gallbladder	I	57	0	0.33687381744384765	75-79 years
Gallbladder	I	60	0	0.3410148620605469	75-79 years
Gallbladder	II	0.9959999620914459	0	0.9827998352050781	75-79 years
Gallbladder	II	2.003999948501587	0	0.9499528503417969	75-79 years
Gallbladder	II	3	0	0.9108415985107422	75-79 years
Gallbladder	II	3.996000051498413	0	0.8814707183837891	75-79 years
Gallbladder	II	5.003999948501587	0	0.8732159423828125	75-79 years
Gallbladder	II	6	0	0.843132095336914	75-79 years
Gallbladder	II	9	0	0.8104139709472656	75-79 years
Gallbladder	II	12	0	0.7435958862304688	75-79 years
Gallbladder	II	15	0	0.6496294403076172	75-79 years
Gallbladder	II	18	0	0.6179388046264649	75-79 years
Gallbladder	II	21	0	0.5988166427612305	75-79 years
Gallbladder	II	24	0	0.5592387771606445	75-79 years
Gallbladder	II	27	0	0.5262467956542969	75-79 years
Gallbladder	II	30	0	0.4786090087890625	75-79 years
Gallbladder	II	33	0	0.4833050537109375	75-79 years
Gallbladder	II	36	0	0.4486642074584961	75-79 years
Gallbladder	II	39	0	0.4231957244873047	75-79 years
Gallbladder	II	42	0	0.4281047439575195	75-79 years
Gallbladder	II	45	0	0.4330914306640625	75-79 years
Gallbladder	II	48	0	0.41651573181152346	75-79 years
Gallbladder	II	51	0	0.4218994140625	75-79 years
Gallbladder	II	54	0	0.38360740661621096	75-79 years
Gallbladder	II	57	0	0.3881410217285156	75-79 years
Gallbladder	II	60	0	0.39285816192626954	75-79 years
Gallbladder	III	0.9959999620914459	0	0.9375038909912109	75-79 years
Gallbladder	III	2.003999948501587	0	0.8493831634521485	75-79 years
Gallbladder	III	3	0	0.8080935668945313	75-79 years
Gallbladder	III	3.996000051498413	0	0.7782953643798828	75-79 years
Gallbladder	III	5.003999948501587	0	0.7336239624023437	75-79 years
Gallbladder	III	6	0	0.6938783264160157	75-79 years
Gallbladder	III	9	0	0.6347873306274414	75-79 years
Gallbladder	III	12	0	0.5771042633056641	75-79 years
Gallbladder	III	15	0	0.5307938003540039	75-79 years
Gallbladder	III	18	0	0.46214057922363283	75-79 years
Gallbladder	III	21	0	0.4180139541625977	75-79 years
Gallbladder	III	24	0	0.36820671081542966	75-79 years
Gallbladder	III	27	0	0.36081466674804685	75-79 years
Gallbladder	III	30	0	0.3005537986755371	75-79 years
Gallbladder	III	33	0	0.27370229721069333	75-79 years
Gallbladder	III	36	0	0.26059738159179685	75-79 years
Gallbladder	III	39	0	0.2079341697692871	75-79 years
Gallbladder	III	42	0	0.18867023468017577	75-79 years
Gallbladder	III	45	0	0.19099441528320313	75-79 years
Gallbladder	III	48	0	0.19348440170288086	75-79 years
Gallbladder	III	51	0	0.15867130279541017	75-79 years
Gallbladder	III	54	0	0.16122678756713868	75-79 years
Gallbladder	III	57	0	0.16396373748779297	75-79 years
Gallbladder	III	60	0	0.10800775527954101	75-79 years
Gallbladder	IV	0.9959999620914459	0	0.77216552734375	75-79 years
Gallbladder	IV	2.003999948501587	0	0.5744575881958007	75-79 years
Gallbladder	IV	3	0	0.4447391128540039	75-79 years
Gallbladder	IV	3.996000051498413	0	0.3593362045288086	75-79 years
Gallbladder	IV	5.003999948501587	0	0.29608974456787107	75-79 years
Gallbladder	IV	6	0	0.2440290641784668	75-79 years
Gallbladder	IV	9	0	0.16476388931274413	75-79 years
Gallbladder	IV	12	0	0.11643056869506836	75-79 years
Gallbladder	IV	15	0	0.09110692024230957	75-79 years
Gallbladder	IV	18	0	0.07487601280212403	75-79 years
Gallbladder	IV	21	0	0.06259487628936768	75-79 years
Gallbladder	IV	24	0	0.0481245231628418	75-79 years
Gallbladder	IV	27	0	0.03990095853805542	75-79 years
Gallbladder	IV	30	0	0.0347249436378479	75-79 years
Gallbladder	IV	33	0	0.03506194353103638	75-79 years
Gallbladder	IV	36	0	0.03541785001754761	75-79 years
Gallbladder	IV	39	0	0.026616322994232177	75-79 years
Gallbladder	IV	42	0	0.02689537763595581	75-79 years
Gallbladder	IV	45	0	0.02716618776321411	75-79 years
Gallbladder	IV	48	0	0.02742250680923462	75-79 years
Gallbladder	IV	51	0	0.02767829418182373	75-79 years
Gallbladder	IV	54	0	2.4914829737099354e-8	75-79 years
Gallbladder	IV	57	0	1.1639889407888404e-8	75-79 years
Gallbladder	IV	60	0	0.027595913410186766	75-79 years
Gallbladder	Unknown/missing	0.9959999620914459	0	0.8108549499511719	75-79 years
Gallbladder	Unknown/missing	2.003999948501587	0	0.705604476928711	75-79 years
Gallbladder	Unknown/missing	3	0	0.6212627410888671	75-79 years
Gallbladder	Unknown/missing	3.996000051498413	0	0.5834310150146484	75-79 years
Gallbladder	Unknown/missing	5.003999948501587	0	0.5430165100097656	75-79 years
Gallbladder	Unknown/missing	6	0	0.4872065353393555	75-79 years
Gallbladder	Unknown/missing	9	0	0.379446907043457	75-79 years
Gallbladder	Unknown/missing	12	0	0.3013291931152344	75-79 years
Gallbladder	Unknown/missing	15	0	0.25491645812988284	75-79 years
Gallbladder	Unknown/missing	18	0	0.22418651580810547	75-79 years
Gallbladder	Unknown/missing	21	0	0.18330951690673827	75-79 years
Gallbladder	Unknown/missing	24	0	0.1739297866821289	75-79 years
Gallbladder	Unknown/missing	27	0	0.1727841567993164	75-79 years
Gallbladder	Unknown/missing	30	0	0.15326997756958008	75-79 years
Gallbladder	Unknown/missing	33	0	0.14566191673278808	75-79 years
Gallbladder	Unknown/missing	36	0	0.13751569747924805	75-79 years
Gallbladder	Unknown/missing	39	0	0.13579005241394043	75-79 years
Gallbladder	Unknown/missing	42	0	0.1292635154724121	75-79 years
Gallbladder	Unknown/missing	45	0	0.12172553062438965	75-79 years
Gallbladder	Unknown/missing	48	0	0.1231799602508545	75-79 years
Gallbladder	Unknown/missing	51	0	0.12027937889099122	75-79 years
Gallbladder	Unknown/missing	54	0	0.12188438415527343	75-79 years
Gallbladder	Unknown/missing	57	0	0.11788155555725098	75-79 years
Gallbladder	Unknown/missing	60	0	0.11951828002929688	75-79 years
Colon/Rectum	I	0.9959999620914459	0	0.9947144317626954	75-79 years
