"time"	"n.risk"	"n.event"	"n.censored"
0	26	0	0
0.0829999968409538	26	0	0
0.166999995708466	26	1	1
0.25	24	0	0
0.333000004291534	24	0	1
0.416999995708466	23	0	0
0.5	23	0	1
0.75	22	1	1
1	20	1	1
1.25	18	0	1
1.5	17	0	1
1.75	16	2	1
2	13	0	1
2.25	12	0	1
2.5	11	0	1
2.75	10	0	0
3	10	0	1
3.25	9	0	1
3.5	8	0	1
3.75	7	0	1
4	6	0	1
4.25	5	1	1
4.5	3	0	1
4.75	2	0	0
5	2	0	0
