Age	NCRAS_Draw	Stage	Months	CSS
98	Plasma Cell Neoplasm	NotStaged	60	0.3460476303100586
99	Plasma Cell Neoplasm	NotStaged	60	0.3460476303100586
100	Plasma Cell Neoplasm	NotStaged	60	0.3460476303100586
0	Pancreas	I	60	0.9630127716064452
1	Pancreas	I	60	0.9630127716064452
2	Pancreas	I	60	0.9630127716064452
3	Pancreas	I	60	0.9630127716064452
4	Pancreas	I	60	0.9630127716064452
5	Pancreas	I	60	0.9630127716064452
6	Pancreas	I	60	0.9630127716064452
7	Pancreas	I	60	0.9630127716064452
8	Pancreas	I	60	0.9630127716064452
9	Pancreas	I	60	0.9630127716064452
10	Pancreas	I	60	0.9630127716064452
11	Pancreas	I	60	0.9630127716064452
12	Pancreas	I	60	0.9630127716064452
13	Pancreas	I	60	0.9630127716064452
14	Pancreas	I	60	0.9630127716064452
15	Pancreas	I	60	0.9630127716064452
16	Pancreas	I	60	0.9630127716064452
17	Pancreas	I	60	0.9630127716064452
18	Pancreas	I	60	0.9630127716064452
19	Pancreas	I	60	0.9630127716064452
20	Pancreas	I	60	0.9630127716064452
21	Pancreas	I	60	0.9630127716064452
22	Pancreas	I	60	0.9630127716064452
23	Pancreas	I	60	0.9630127716064452
24	Pancreas	I	60	0.9630127716064452
25	Pancreas	I	60	0.9630127716064452
26	Pancreas	I	60	0.9630127716064452
27	Pancreas	I	60	0.9630127716064452
28	Pancreas	I	60	0.9630127716064452
29	Pancreas	I	60	0.9630127716064452
30	Pancreas	I	60	0.9630127716064452
31	Pancreas	I	60	0.9630127716064452
32	Pancreas	I	60	0.9630127716064452
33	Pancreas	I	60	0.9630127716064452
34	Pancreas	I	60	0.9630127716064452
35	Pancreas	I	60	0.9630127716064452
36	Pancreas	I	60	0.947876968383789
37	Pancreas	I	60	0.9327411651611327
38	Pancreas	I	60	0.9176053619384765
39	Pancreas	I	60	0.9024695587158202
40	Pancreas	I	60	0.8873337554931641
41	Pancreas	I	60	0.8721979522705078
42	Pancreas	I	60	0.8570621490478516
43	Pancreas	I	60	0.8239396934509278
44	Pancreas	I	60	0.7728305854797364
45	Pancreas	I	60	0.721721477508545
46	Pancreas	I	60	0.6706123695373536
47	Pancreas	I	60	0.6195032615661621
48	Pancreas	I	60	0.6008874702453613
49	Pancreas	I	60	0.6147649955749512
50	Pancreas	I	60	0.628642520904541
51	Pancreas	I	60	0.642520046234131
52	Pancreas	I	60	0.6563975715637207
53	Pancreas	I	60	0.6463266983032228
54	Pancreas	I	60	0.6123074264526367
55	Pancreas	I	60	0.5782881546020509
56	Pancreas	I	60	0.5442688827514649
57	Pancreas	I	60	0.510249610900879
58	Pancreas	I	60	0.48193128204345703
59	Pancreas	I	60	0.4593138961791992
60	Pancreas	I	60	0.4366965103149414
61	Pancreas	I	60	0.41407912445068357
62	Pancreas	I	60	0.39146173858642574
63	Pancreas	I	60	0.37847904205322264
64	Pancreas	I	60	0.3751310348510742
65	Pancreas	I	60	0.3717830276489258
66	Pancreas	I	60	0.36843502044677734
67	Pancreas	I	60	0.3650870132446289
68	Pancreas	I	60	0.35210117721557616
69	Pancreas	I	60	0.32947751235961914
70	Pancreas	I	60	0.30685384750366207
71	Pancreas	I	60	0.28423018264770505
72	Pancreas	I	60	0.26160651779174804
73	Pancreas	I	60	0.2440063762664795
74	Pancreas	I	60	0.23142975807189942
75	Pancreas	I	60	0.21885313987731933
76	Pancreas	I	60	0.20627652168273924
77	Pancreas	I	60	0.19369990348815916
78	Pancreas	I	60	0.1784181146621704
79	Pancreas	I	60	0.16043115520477294
80	Pancreas	I	60	0.1424441957473755
81	Pancreas	I	60	0.12445723628997803
82	Pancreas	I	60	0.10647027683258056
83	Pancreas	I	60	0.09747679710388184
84	Pancreas	I	60	0.09747679710388184
85	Pancreas	I	60	0.09747679710388184
86	Pancreas	I	60	0.09747679710388184
87	Pancreas	I	60	0.09747679710388184
88	Pancreas	I	60	0.09747679710388184
89	Pancreas	I	60	0.09747679710388184
90	Pancreas	I	60	0.09747679710388184
91	Pancreas	I	60	0.09747679710388184
92	Pancreas	I	60	0.09747679710388184
93	Pancreas	I	60	0.09747679710388184
94	Pancreas	I	60	0.09747679710388184
95	Pancreas	I	60	0.09747679710388184
96	Pancreas	I	60	0.09747679710388184
97	Pancreas	I	60	0.09747679710388184
98	Pancreas	I	60	0.09747679710388184
99	Pancreas	I	60	0.09747679710388184
100	Pancreas	I	60	0.09747679710388184
0	Pancreas	II	60	0.32497482299804686
1	Pancreas	II	60	0.32497482299804686
2	Pancreas	II	60	0.32497482299804686
3	Pancreas	II	60	0.32497482299804686
4	Pancreas	II	60	0.32497482299804686
5	Pancreas	II	60	0.32497482299804686
6	Pancreas	II	60	0.32497482299804686
7	Pancreas	II	60	0.32497482299804686
8	Pancreas	II	60	0.32497482299804686
9	Pancreas	II	60	0.32497482299804686
10	Pancreas	II	60	0.32497482299804686
11	Pancreas	II	60	0.32497482299804686
12	Pancreas	II	60	0.32497482299804686
13	Pancreas	II	60	0.32497482299804686
14	Pancreas	II	60	0.32497482299804686
15	Pancreas	II	60	0.32497482299804686
16	Pancreas	II	60	0.32497482299804686
17	Pancreas	II	60	0.32497482299804686
18	Pancreas	II	60	0.32497482299804686
19	Pancreas	II	60	0.32497482299804686
20	Pancreas	II	60	0.32497482299804686
21	Pancreas	II	60	0.32497482299804686
22	Pancreas	II	60	0.32497482299804686
23	Pancreas	II	60	0.32497482299804686
24	Pancreas	II	60	0.32497482299804686
25	Pancreas	II	60	0.32497482299804686
26	Pancreas	II	60	0.32497482299804686
27	Pancreas	II	60	0.32497482299804686
28	Pancreas	II	60	0.32497482299804686
29	Pancreas	II	60	0.32497482299804686
30	Pancreas	II	60	0.32497482299804686
31	Pancreas	II	60	0.32497482299804686
32	Pancreas	II	60	0.32497482299804686
33	Pancreas	II	60	0.32497482299804686
34	Pancreas	II	60	0.32497482299804686
35	Pancreas	II	60	0.32497482299804686
36	Pancreas	II	60	0.32497482299804686
37	Pancreas	II	60	0.32497482299804686
38	Pancreas	II	60	0.32497482299804686
39	Pancreas	II	60	0.32497482299804686
40	Pancreas	II	60	0.32497482299804686
41	Pancreas	II	60	0.32497482299804686
42	Pancreas	II	60	0.32497482299804686
43	Pancreas	II	60	0.3239960708618164
44	Pancreas	II	60	0.3220385665893555
45	Pancreas	II	60	0.32008106231689454
46	Pancreas	II	60	0.3181235580444336
47	Pancreas	II	60	0.31616605377197265
48	Pancreas	II	60	0.3099485187530518
49	Pancreas	II	60	0.2994709529876709
50	Pancreas	II	60	0.28899338722229007
51	Pancreas	II	60	0.2785158214569092
52	Pancreas	II	60	0.2680382556915283
53	Pancreas	II	60	0.2563061904907226
54	Pancreas	II	60	0.24331962585449218
55	Pancreas	II	60	0.2303330612182617
56	Pancreas	II	60	0.21734649658203126
57	Pancreas	II	60	0.20435993194580077
58	Pancreas	II	60	0.19573138236999513
59	Pancreas	II	60	0.19146084785461426
60	Pancreas	II	60	0.18719031333923342
61	Pancreas	II	60	0.18291977882385255
62	Pancreas	II	60	0.17864924430847168
63	Pancreas	II	60	0.1794555530548096
64	Pancreas	II	60	0.18533870506286623
65	Pancreas	II	60	0.19122185707092287
66	Pancreas	II	60	0.19710500907897952
67	Pancreas	II	60	0.20298816108703616
68	Pancreas	II	60	0.20124176406860356
69	Pancreas	II	60	0.19186581802368166
70	Pancreas	II	60	0.18248987197875977
71	Pancreas	II	60	0.1731139259338379
72	Pancreas	II	60	0.163737979888916
73	Pancreas	II	60	0.15978124999999999
74	Pancreas	II	60	0.16124373626708985
75	Pancreas	II	60	0.16270622253417968
76	Pancreas	II	60	0.16416870880126952
77	Pancreas	II	60	0.16563119506835938
78	Pancreas	II	60	0.16074745273590088
79	Pancreas	II	60	0.14951748180389404
80	Pancreas	II	60	0.1382875108718872
81	Pancreas	II	60	0.1270575399398804
82	Pancreas	II	60	0.11582756900787354
83	Pancreas	II	60	0.11021258354187012
84	Pancreas	II	60	0.11021258354187012
85	Pancreas	II	60	0.11021258354187012
86	Pancreas	II	60	0.11021258354187012
87	Pancreas	II	60	0.11021258354187012
88	Pancreas	II	60	0.11021258354187012
89	Pancreas	II	60	0.11021258354187012
90	Pancreas	II	60	0.11021258354187012
91	Pancreas	II	60	0.11021258354187012
92	Pancreas	II	60	0.11021258354187012
93	Pancreas	II	60	0.11021258354187012
94	Pancreas	II	60	0.11021258354187012
95	Pancreas	II	60	0.11021258354187012
96	Pancreas	II	60	0.11021258354187012
97	Pancreas	II	60	0.11021258354187012
98	Pancreas	II	60	0.11021258354187012
99	Pancreas	II	60	0.11021258354187012
100	Pancreas	II	60	0.11021258354187012
0	Pancreas	III	60	0.2994779396057129
1	Pancreas	III	60	0.2994779396057129
2	Pancreas	III	60	0.2994779396057129
3	Pancreas	III	60	0.2994779396057129
4	Pancreas	III	60	0.2994779396057129
5	Pancreas	III	60	0.2994779396057129
6	Pancreas	III	60	0.2994779396057129
7	Pancreas	III	60	0.2994779396057129
8	Pancreas	III	60	0.2994779396057129
9	Pancreas	III	60	0.2994779396057129
10	Pancreas	III	60	0.2994779396057129
11	Pancreas	III	60	0.2994779396057129
12	Pancreas	III	60	0.2994779396057129
13	Pancreas	III	60	0.2994779396057129
14	Pancreas	III	60	0.2994779396057129
15	Pancreas	III	60	0.2994779396057129
16	Pancreas	III	60	0.2994779396057129
17	Pancreas	III	60	0.2994779396057129
18	Pancreas	III	60	0.2994779396057129
19	Pancreas	III	60	0.2994779396057129
20	Pancreas	III	60	0.2994779396057129
21	Pancreas	III	60	0.2994779396057129
22	Pancreas	III	60	0.2994779396057129
23	Pancreas	III	60	0.2994779396057129
24	Pancreas	III	60	0.2994779396057129
25	Pancreas	III	60	0.2994779396057129
26	Pancreas	III	60	0.2994779396057129
27	Pancreas	III	60	0.2994779396057129
28	Pancreas	III	60	0.2994779396057129
29	Pancreas	III	60	0.2994779396057129
30	Pancreas	III	60	0.2994779396057129
31	Pancreas	III	60	0.2994779396057129
32	Pancreas	III	60	0.2994779396057129
33	Pancreas	III	60	0.2994779396057129
34	Pancreas	III	60	0.2994779396057129
35	Pancreas	III	60	0.2994779396057129
36	Pancreas	III	60	0.3026773796081543
37	Pancreas	III	60	0.3058768196105957
38	Pancreas	III	60	0.3090762596130371
39	Pancreas	III	60	0.3122756996154785
40	Pancreas	III	60	0.3154751396179199
41	Pancreas	III	60	0.31867457962036133
42	Pancreas	III	60	0.3218740196228027
43	Pancreas	III	60	0.3234737396240234
44	Pancreas	III	60	0.3234737396240234
45	Pancreas	III	60	0.3234737396240234
46	Pancreas	III	60	0.3234737396240234
47	Pancreas	III	60	0.3234737396240234
48	Pancreas	III	60	0.30214618587493897
49	Pancreas	III	60	0.25949107837677
50	Pancreas	III	60	0.21683597087860107
51	Pancreas	III	60	0.17418086338043215
52	Pancreas	III	60	0.13152575588226317
53	Pancreas	III	60	0.11019820213317871
54	Pancreas	III	60	0.11019820213317871
55	Pancreas	III	60	0.11019820213317871
56	Pancreas	III	60	0.11019820213317871
57	Pancreas	III	60	0.11019820213317871
58	Pancreas	III	60	0.10242304468154907
59	Pancreas	III	60	0.0868727297782898
60	Pancreas	III	60	0.07132241487503052
61	Pancreas	III	60	0.055772099971771245
62	Pancreas	III	60	0.04022178506851197
63	Pancreas	III	60	0.034337174415588374
64	Pancreas	III	60	0.038118268013000486
65	Pancreas	III	60	0.04189936161041259
66	Pancreas	III	60	0.045680455207824704
67	Pancreas	III	60	0.049461548805236816
68	Pancreas	III	60	0.05195632219314575
69	Pancreas	III	60	0.05316477537155151
70	Pancreas	III	60	0.05437322854995727
71	Pancreas	III	60	0.05558168172836304
72	Pancreas	III	60	0.0567901349067688
73	Pancreas	III	60	0.05651931571960449
74	Pancreas	III	60	0.05476922416687011
75	Pancreas	III	60	0.05301913261413574
76	Pancreas	III	60	0.051269041061401364
77	Pancreas	III	60	0.04951894950866699
78	Pancreas	III	60	0.0472758674621582
79	Pancreas	III	60	0.044539794921874994
80	Pancreas	III	60	0.041803722381591794
81	Pancreas	III	60	0.039067649841308595
82	Pancreas	III	60	0.03633157730102539
83	Pancreas	III	60	0.03496354103088379
84	Pancreas	III	60	0.03496354103088379
85	Pancreas	III	60	0.03496354103088379
86	Pancreas	III	60	0.03496354103088379
87	Pancreas	III	60	0.03496354103088379
88	Pancreas	III	60	0.03496354103088379
89	Pancreas	III	60	0.03496354103088379
90	Pancreas	III	60	0.03496354103088379
91	Pancreas	III	60	0.03496354103088379
92	Pancreas	III	60	0.03496354103088379
93	Pancreas	III	60	0.03496354103088379
94	Pancreas	III	60	0.03496354103088379
95	Pancreas	III	60	0.03496354103088379
96	Pancreas	III	60	0.03496354103088379
97	Pancreas	III	60	0.03496354103088379
98	Pancreas	III	60	0.03496354103088379
99	Pancreas	III	60	0.03496354103088379
100	Pancreas	III	60	0.03496354103088379
0	Pancreas	IV	60	0.10117683410644532
1	Pancreas	IV	60	0.10117683410644532
2	Pancreas	IV	60	0.10117683410644532
3	Pancreas	IV	60	0.10117683410644532
4	Pancreas	IV	60	0.10117683410644532
5	Pancreas	IV	60	0.10117683410644532
6	Pancreas	IV	60	0.10117683410644532
7	Pancreas	IV	60	0.10117683410644532
8	Pancreas	IV	60	0.10117683410644532
9	Pancreas	IV	60	0.10117683410644532
10	Pancreas	IV	60	0.10117683410644532
11	Pancreas	IV	60	0.10117683410644532
12	Pancreas	IV	60	0.10117683410644532
13	Pancreas	IV	60	0.10117683410644532
14	Pancreas	IV	60	0.10117683410644532
15	Pancreas	IV	60	0.10117683410644532
16	Pancreas	IV	60	0.10117683410644532
17	Pancreas	IV	60	0.10117683410644532
18	Pancreas	IV	60	0.10117683410644532
19	Pancreas	IV	60	0.10117683410644532
20	Pancreas	IV	60	0.10117683410644532
21	Pancreas	IV	60	0.10117683410644532
22	Pancreas	IV	60	0.10117683410644532
23	Pancreas	IV	60	0.10117683410644532
24	Pancreas	IV	60	0.10117683410644532
25	Pancreas	IV	60	0.10117683410644532
26	Pancreas	IV	60	0.10117683410644532
27	Pancreas	IV	60	0.10117683410644532
28	Pancreas	IV	60	0.10117683410644532
29	Pancreas	IV	60	0.10117683410644532
30	Pancreas	IV	60	0.10117683410644532
31	Pancreas	IV	60	0.10117683410644532
32	Pancreas	IV	60	0.10117683410644532
33	Pancreas	IV	60	0.10117683410644532
34	Pancreas	IV	60	0.10117683410644532
35	Pancreas	IV	60	0.10117683410644532
36	Pancreas	IV	60	0.09375101534525554
37	Pancreas	IV	60	0.08632519658406576
38	Pancreas	IV	60	0.07889937782287598
39	Pancreas	IV	60	0.0714735590616862
40	Pancreas	IV	60	0.06404774030049643
41	Pancreas	IV	60	0.05662192153930664
42	Pancreas	IV	60	0.04919610277811686
43	Pancreas	IV	60	0.046409603595733644
44	Pancreas	IV	60	0.04826242399215698
45	Pancreas	IV	60	0.050115244388580324
46	Pancreas	IV	60	0.05196806478500366
47	Pancreas	IV	60	0.053820885181427
48	Pancreas	IV	60	0.05353520059585571
49	Pancreas	IV	60	0.05111101102828979
50	Pancreas	IV	60	0.048686821460723874
51	Pancreas	IV	60	0.046262631893157956
52	Pancreas	IV	60	0.04383844232559204
53	Pancreas	IV	60	0.04208327627182006
54	Pancreas	IV	60	0.040997133731842036
55	Pancreas	IV	60	0.03991099119186401
56	Pancreas	IV	60	0.038824848651885985
57	Pancreas	IV	60	0.03773870611190796
58	Pancreas	IV	60	0.03541476047039032
59	Pancreas	IV	60	0.03185301172733307
60	Pancreas	IV	60	0.028291262984275818
61	Pancreas	IV	60	0.024729514241218567
62	Pancreas	IV	60	0.021167765498161316
63	Pancreas	IV	60	0.018621919989585876
64	Pancreas	IV	60	0.01709197771549225
65	Pancreas	IV	60	0.015562035441398621
66	Pancreas	IV	60	0.014032093167304992
67	Pancreas	IV	60	0.012502150893211363
68	Pancreas	IV	60	0.01146124768257141
69	Pancreas	IV	60	0.01090938353538513
70	Pancreas	IV	60	0.01035751938819885
71	Pancreas	IV	60	0.00980565524101257
72	Pancreas	IV	60	0.00925379109382629
73	Pancreas	IV	60	0.008797077298164363
74	Pancreas	IV	60	0.008435513854026789
75	Pancreas	IV	60	0.008073950409889214
76	Pancreas	IV	60	0.007712386965751641
77	Pancreas	IV	60	0.007350823521614067
78	Pancreas	IV	60	0.00717004179954528
79	Pancreas	IV	60	0.00717004179954528
80	Pancreas	IV	60	0.00717004179954528
81	Pancreas	IV	60	0.00717004179954528
82	Pancreas	IV	60	0.00717004179954528
83	Pancreas	IV	60	0.00717004179954528
84	Pancreas	IV	60	0.00717004179954528
85	Pancreas	IV	60	0.00717004179954528
86	Pancreas	IV	60	0.00717004179954528
87	Pancreas	IV	60	0.00717004179954528
88	Pancreas	IV	60	0.00717004179954528
89	Pancreas	IV	60	0.00717004179954528
90	Pancreas	IV	60	0.00717004179954528
91	Pancreas	IV	60	0.00717004179954528
92	Pancreas	IV	60	0.00717004179954528
93	Pancreas	IV	60	0.00717004179954528
94	Pancreas	IV	60	0.00717004179954528
95	Pancreas	IV	60	0.00717004179954528
96	Pancreas	IV	60	0.00717004179954528
97	Pancreas	IV	60	0.00717004179954528
98	Pancreas	IV	60	0.00717004179954528
99	Pancreas	IV	60	0.00717004179954528
100	Pancreas	IV	60	0.00717004179954528
0	Ovary	I	60	0.973004913330078
1	Ovary	I	60	0.973004913330078
2	Ovary	I	60	0.973004913330078
3	Ovary	I	60	0.973004913330078
4	Ovary	I	60	0.973004913330078
5	Ovary	I	60	0.973004913330078
6	Ovary	I	60	0.973004913330078
7	Ovary	I	60	0.973004913330078
8	Ovary	I	60	0.973004913330078
9	Ovary	I	60	0.973004913330078
10	Ovary	I	60	0.973004913330078
11	Ovary	I	60	0.973004913330078
12	Ovary	I	60	0.973004913330078
13	Ovary	I	60	0.973004913330078
14	Ovary	I	60	0.973004913330078
15	Ovary	I	60	0.973004913330078
16	Ovary	I	60	0.973004913330078
17	Ovary	I	60	0.973004913330078
18	Ovary	I	60	0.973004913330078
19	Ovary	I	60	0.973004913330078
20	Ovary	I	60	0.973004913330078
21	Ovary	I	60	0.973004913330078
22	Ovary	I	60	0.973004913330078
23	Ovary	I	60	0.973004913330078
24	Ovary	I	60	0.973004913330078
25	Ovary	I	60	0.973004913330078
26	Ovary	I	60	0.973004913330078
27	Ovary	I	60	0.973004913330078
28	Ovary	I	60	0.973004913330078
29	Ovary	I	60	0.973004913330078
30	Ovary	I	60	0.973004913330078
31	Ovary	I	60	0.973004913330078
32	Ovary	I	60	0.973004913330078
33	Ovary	I	60	0.973004913330078
34	Ovary	I	60	0.973004913330078
35	Ovary	I	60	0.973004913330078
36	Ovary	I	60	0.972317891438802
37	Ovary	I	60	0.971630869547526
38	Ovary	I	60	0.97094384765625
39	Ovary	I	60	0.9702568257649739
40	Ovary	I	60	0.9695698038736978
41	Ovary	I	60	0.9688827819824218
42	Ovary	I	60	0.9681957600911458
43	Ovary	I	60	0.9656841888427734
44	Ovary	I	60	0.9613480682373047
45	Ovary	I	60	0.957011947631836
46	Ovary	I	60	0.9526758270263671
47	Ovary	I	60	0.9483397064208984
48	Ovary	I	60	0.9436252365112303
49	Ovary	I	60	0.9385324172973631
50	Ovary	I	60	0.933439598083496
51	Ovary	I	60	0.9283467788696288
52	Ovary	I	60	0.9232539596557616
53	Ovary	I	60	0.9234829330444334
54	Ovary	I	60	0.9290336990356445
55	Ovary	I	60	0.9345844650268553
56	Ovary	I	60	0.9401352310180664
57	Ovary	I	60	0.9456859970092772
58	Ovary	I	60	0.9484017868041992
59	Ovary	I	60	0.948282600402832
60	Ovary	I	60	0.9481634140014648
61	Ovary	I	60	0.9480442276000977
62	Ovary	I	60	0.9479250411987304
63	Ovary	I	60	0.9456147003173828
64	Ovary	I	60	0.9411132049560547
65	Ovary	I	60	0.9366117095947266
66	Ovary	I	60	0.9321102142333986
67	Ovary	I	60	0.9276087188720704
68	Ovary	I	60	0.927296829223633
69	Ovary	I	60	0.9311745452880861
70	Ovary	I	60	0.9350522613525392
71	Ovary	I	60	0.9389299774169924
72	Ovary	I	60	0.9428076934814454
73	Ovary	I	60	0.9423567962646486
74	Ovary	I	60	0.9375772857666017
75	Ovary	I	60	0.9327977752685548
76	Ovary	I	60	0.928018264770508
77	Ovary	I	60	0.923238754272461
78	Ovary	I	60	0.9286640991210939
79	Ovary	I	60	0.9442942993164063
80	Ovary	I	60	0.9599244995117189
81	Ovary	I	60	0.9755546997070312
82	Ovary	I	60	0.9911848999023438
83	Ovary	I	60	0.999
84	Ovary	I	60	0.999
85	Ovary	I	60	0.999
86	Ovary	I	60	0.999
87	Ovary	I	60	0.999
88	Ovary	I	60	0.999
89	Ovary	I	60	0.999
90	Ovary	I	60	0.999
91	Ovary	I	60	0.999
92	Ovary	I	60	0.999
93	Ovary	I	60	0.999
94	Ovary	I	60	0.999
95	Ovary	I	60	0.999
96	Ovary	I	60	0.999
97	Ovary	I	60	0.999
98	Ovary	I	60	0.999
99	Ovary	I	60	0.999
100	Ovary	I	60	0.999
0	Ovary	II	60	0.8728342437744141
1	Ovary	II	60	0.8728342437744141
2	Ovary	II	60	0.8728342437744141
3	Ovary	II	60	0.8728342437744141
4	Ovary	II	60	0.8728342437744141
5	Ovary	II	60	0.8728342437744141
6	Ovary	II	60	0.8728342437744141
7	Ovary	II	60	0.8728342437744141
8	Ovary	II	60	0.8728342437744141
9	Ovary	II	60	0.8728342437744141
10	Ovary	II	60	0.8728342437744141
11	Ovary	II	60	0.8728342437744141
12	Ovary	II	60	0.8728342437744141
13	Ovary	II	60	0.8728342437744141
14	Ovary	II	60	0.8728342437744141
15	Ovary	II	60	0.8728342437744141
16	Ovary	II	60	0.8728342437744141
17	Ovary	II	60	0.8728342437744141
18	Ovary	II	60	0.8728342437744141
19	Ovary	II	60	0.8728342437744141
20	Ovary	II	60	0.8728342437744141
21	Ovary	II	60	0.8728342437744141
22	Ovary	II	60	0.8728342437744141
23	Ovary	II	60	0.8728342437744141
24	Ovary	II	60	0.8728342437744141
25	Ovary	II	60	0.8728342437744141
26	Ovary	II	60	0.8728342437744141
27	Ovary	II	60	0.8728342437744141
28	Ovary	II	60	0.8728342437744141
29	Ovary	II	60	0.8728342437744141
30	Ovary	II	60	0.8728342437744141
31	Ovary	II	60	0.8728342437744141
32	Ovary	II	60	0.8728342437744141
33	Ovary	II	60	0.8728342437744141
34	Ovary	II	60	0.8728342437744141
35	Ovary	II	60	0.8728342437744141
36	Ovary	II	60	0.8656993459065756
37	Ovary	II	60	0.858564448038737
38	Ovary	II	60	0.8514295501708985
39	Ovary	II	60	0.8442946523030599
40	Ovary	II	60	0.8371597544352214
41	Ovary	II	60	0.8300248565673829
42	Ovary	II	60	0.8228899586995443
43	Ovary	II	60	0.8130501174926759
44	Ovary	II	60	0.8005053329467774
45	Ovary	II	60	0.7879605484008789
46	Ovary	II	60	0.7754157638549805
47	Ovary	II	60	0.762870979309082
48	Ovary	II	60	0.7516664276123047
49	Ovary	II	60	0.7418021087646485
50	Ovary	II	60	0.7319377899169922
51	Ovary	II	60	0.722073471069336
52	Ovary	II	60	0.7122091522216797
53	Ovary	II	60	0.7128022384643555
54	Ovary	II	60	0.7238527297973633
55	Ovary	II	60	0.7349032211303711
56	Ovary	II	60	0.7459537124633789
57	Ovary	II	60	0.7570042037963867
58	Ovary	II	60	0.7699967727661132
59	Ovary	II	60	0.7849314193725586
60	Ovary	II	60	0.7998660659790039
61	Ovary	II	60	0.8148007125854492
62	Ovary	II	60	0.8297353591918946
63	Ovary	II	60	0.8210929946899415
64	Ovary	II	60	0.7888736190795899
65	Ovary	II	60	0.7566542434692383
66	Ovary	II	60	0.7244348678588867
67	Ovary	II	60	0.6922154922485351
68	Ovary	II	60	0.6829132232666015
69	Ovary	II	60	0.696528060913086
70	Ovary	II	60	0.7101428985595704
71	Ovary	II	60	0.7237577362060547
72	Ovary	II	60	0.7373725738525391
73	Ovary	II	60	0.7260193176269532
74	Ovary	II	60	0.6896979675292969
75	Ovary	II	60	0.6533766174316407
76	Ovary	II	60	0.6170552673339844
77	Ovary	II	60	0.5807339172363282
78	Ovary	II	60	0.5614656105041504
79	Ovary	II	60	0.5592503471374511
80	Ovary	II	60	0.557035083770752
81	Ovary	II	60	0.5548198204040528
82	Ovary	II	60	0.5526045570373534
83	Ovary	II	60	0.5514969253540039
84	Ovary	II	60	0.5514969253540039
85	Ovary	II	60	0.5514969253540039
86	Ovary	II	60	0.5514969253540039
87	Ovary	II	60	0.5514969253540039
88	Ovary	II	60	0.5514969253540039
89	Ovary	II	60	0.5514969253540039
90	Ovary	II	60	0.5514969253540039
91	Ovary	II	60	0.5514969253540039
92	Ovary	II	60	0.5514969253540039
93	Ovary	II	60	0.5514969253540039
94	Ovary	II	60	0.5514969253540039
95	Ovary	II	60	0.5514969253540039
96	Ovary	II	60	0.5514969253540039
97	Ovary	II	60	0.5514969253540039
98	Ovary	II	60	0.5514969253540039
99	Ovary	II	60	0.5514969253540039
100	Ovary	II	60	0.5514969253540039
0	Ovary	III	60	0.71804443359375
1	Ovary	III	60	0.71804443359375
2	Ovary	III	60	0.71804443359375
3	Ovary	III	60	0.71804443359375
4	Ovary	III	60	0.71804443359375
5	Ovary	III	60	0.71804443359375
6	Ovary	III	60	0.71804443359375
7	Ovary	III	60	0.71804443359375
8	Ovary	III	60	0.71804443359375
9	Ovary	III	60	0.71804443359375
10	Ovary	III	60	0.71804443359375
11	Ovary	III	60	0.71804443359375
12	Ovary	III	60	0.71804443359375
13	Ovary	III	60	0.71804443359375
14	Ovary	III	60	0.71804443359375
15	Ovary	III	60	0.71804443359375
16	Ovary	III	60	0.71804443359375
17	Ovary	III	60	0.71804443359375
18	Ovary	III	60	0.71804443359375
19	Ovary	III	60	0.71804443359375
20	Ovary	III	60	0.71804443359375
21	Ovary	III	60	0.71804443359375
22	Ovary	III	60	0.71804443359375
23	Ovary	III	60	0.71804443359375
24	Ovary	III	60	0.71804443359375
25	Ovary	III	60	0.71804443359375
26	Ovary	III	60	0.71804443359375
27	Ovary	III	60	0.71804443359375
28	Ovary	III	60	0.71804443359375
29	Ovary	III	60	0.71804443359375
30	Ovary	III	60	0.71804443359375
31	Ovary	III	60	0.71804443359375
32	Ovary	III	60	0.71804443359375
33	Ovary	III	60	0.71804443359375
34	Ovary	III	60	0.71804443359375
35	Ovary	III	60	0.71804443359375
36	Ovary	III	60	0.6962074788411459
37	Ovary	III	60	0.6743705240885417
38	Ovary	III	60	0.6525335693359375
39	Ovary	III	60	0.6306966145833334
40	Ovary	III	60	0.6088596598307292
41	Ovary	III	60	0.5870227050781249
42	Ovary	III	60	0.5651857503255209
43	Ovary	III	60	0.5464195556640625
44	Ovary	III	60	0.53072412109375
45	Ovary	III	60	0.5150286865234375
46	Ovary	III	60	0.499333251953125
47	Ovary	III	60	0.48363781738281253
48	Ovary	III	60	0.4723235244750977
49	Ovary	III	60	0.4653903732299805
50	Ovary	III	60	0.4584572219848633
51	Ovary	III	60	0.4515240707397461
52	Ovary	III	60	0.4445909194946289
53	Ovary	III	60	0.4319592971801758
54	Ovary	III	60	0.41362920379638674
55	Ovary	III	60	0.3952991104125977
56	Ovary	III	60	0.3769690170288086
57	Ovary	III	60	0.35863892364501954
58	Ovary	III	60	0.34810581970214843
59	Ovary	III	60	0.3453697052001953
60	Ovary	III	60	0.3426335906982422
61	Ovary	III	60	0.33989747619628907
62	Ovary	III	60	0.3371613616943359
63	Ovary	III	60	0.33327101325988767
64	Ovary	III	60	0.32822643089294434
65	Ovary	III	60	0.32318184852600096
66	Ovary	III	60	0.3181372661590576
67	Ovary	III	60	0.31309268379211425
68	Ovary	III	60	0.30259732246398924
69	Ovary	III	60	0.2866511821746826
70	Ovary	III	60	0.270705041885376
