"time"	"n.risk"	"n.event"	"n.censored"
0	1161	0	17
0.0829999968409538	1144	0	18
0.166999995708466	1126	0	18
0.25	1108	2	18
0.333000004291534	1088	0	18
0.416999995708466	1070	0	18
0.5	1052	0	53
0.75	999	1	53
1	945	2	46
1.25	897	1	46
1.5	850	6	46
1.75	798	2	45
2	751	2	48
2.25	701	3	49
2.5	649	2	49
2.75	598	0	48
3	550	0	47
3.25	503	2	48
3.5	453	1	48
3.75	404	1	47
4	356	1	29
4.25	326	0	29
4.5	297	0	29
4.75	268	0	0
5	239	0	0
