"time"	"n.risk"	"n.event"	"n.censored"
0	147	0	1
0.0829999968409538	146	0	2
0.166999995708466	144	0	2
0.25	142	1	2
0.333000004291534	139	0	2
0.416999995708466	137	0	2
0.5	135	0	5
0.75	130	2	5
1	123	3	7
1.25	113	1	7
1.5	105	4	7
1.75	94	5	6
2	83	4	5
2.25	74	0	5
2.5	69	0	5
2.75	64	1	4
3	59	1	5
3.25	53	0	5
3.5	48	0	5
3.75	43	0	5
4	38	0	5
4.25	33	1	5
4.5	27	1	5
4.75	21	0	0
5	16	0	0
