"time"	"n.risk"	"n.event"	"n.censored"
0	28	0	0
0.0829999968409538	28	0	0
0.166999995708466	28	0	1
0.25	27	0	0
0.333000004291534	27	0	0
0.416999995708466	27	0	1
0.5	26	0	1
0.75	25	0	0
1	25	0	1
1.25	24	0	1
1.5	23	0	1
1.75	22	0	0
2	22	1	1
2.25	20	0	2
2.5	18	0	2
2.75	16	0	1
3	15	0	2
3.25	13	0	2
3.5	11	0	2
3.75	9	0	1
4	8	0	0
4.25	8	0	1
4.5	7	0	1
4.75	6	0	0
5	6	1	0
