"time"	"n.risk"	"n.event"	"n.censored"
0	194	0	3
0.0829999968409538	191	0	4
0.166999995708466	187	0	4
0.25	183	0	4
0.333000004291534	179	0	4
0.416999995708466	175	1	4
0.5	170	0	11
0.75	159	1	11
1	147	2	7
1.25	138	1	8
1.5	129	1	7
1.75	121	0	7
2	114	0	9
2.25	105	1	10
2.5	94	0	9
2.75	85	3	9
3	73	1	7
3.25	65	0	8
3.5	57	1	7
3.75	49	0	7
4	42	0	3
4.25	39	0	4
4.5	35	0	3
4.75	32	0	0
5	29	0	0
