"time"	"n.risk"	"n.event"	"n.censored"
0	133	0	2
0.0829999968409538	131	1	2
0.166999995708466	128	4	2
0.25	122	2	2
0.333000004291534	118	0	2
0.416999995708466	116	1	2
0.5	113	1	6
0.75	106	4	6
1	96	1	6
1.25	89	2	6
1.5	81	2	6
1.75	73	3	6
2	64	1	6
2.25	57	0	6
2.5	51	1	6
2.75	44	0	6
3	38	5	4
3.25	29	1	5
3.5	23	0	4
3.75	19	1	4
4	14	0	2
4.25	12	0	2
4.5	10	0	2
4.75	8	0	0
5	7	0	0
