"time"	"n.risk"	"n.event"	"n.censored"
0	4462	0	67
0.0829999968409538	4395	0	67
0.166999995708466	4328	0	68
0.25	4260	0	67
0.333000004291534	4193	0	67
0.416999995708466	4126	0	68
0.5	4058	0	202
0.75	3856	0	201
1	3655	0	186
1.25	3469	0	187
1.5	3282	0	187
1.75	3095	0	186
2	2909	0	200
2.25	2709	0	201
2.5	2508	0	200
2.75	2308	0	200
3	2108	0	184
3.25	1924	2	184
3.5	1738	2	184
3.75	1552	1	184
4	1367	0	143
4.25	1224	0	144
4.5	1080	0	144
4.75	936	0	0
5	793	1	0
