3
1.5
0.75
0.75
3
1.5
0.75
0.75
5
1.5
1
0.75
5
1.5
1
0.75
7
3
1.5
1
3
1.5
0.75
0.75
6
3
1.5
1
5
1.5
1
0.75
6
3
1.5
1
5
1.5
1
0.75
5
1.5
1
0.75
7
3
1.5
1
6
3
1.5
1
3
1.5
0.75
0.75
6
3
1.5
1
7
3
1.5
1
6
3
1.5
1
7
3
1.5
1
7
3
1.5
1
