Female.Uterus.I.50-54.1.positive,Female.Uterus.II.50-54.1.positive,Female.Uterus.III.50-54.1.positive,Female.Uterus.IV.50-54.1.positive,Female.Uterus.Unknown/missing.50-54.1.positive,Female.Uterus.I.55-59.1.positive,Female.Uterus.II.55-59.1.positive,Female.Uterus.III.55-59.1.positive,Female.Uterus.IV.55-59.1.positive,Female.Uterus.Unknown/missing.55-59.1.positive,Female.Uterus.I.60-64.1.positive,Female.Uterus.II.60-64.1.positive,Female.Uterus.III.60-64.1.positive,Female.Uterus.IV.60-64.1.positive,Female.Uterus.Unknown/missing.60-64.1.positive,Female.Uterus.I.65-69.1.positive,Female.Uterus.II.65-69.1.positive,Female.Uterus.III.65-69.1.positive,Female.Uterus.IV.65-69.1.positive,Female.Uterus.Unknown/missing.65-69.1.positive,Female.Uterus.I.70-74.1.positive,Female.Uterus.II.70-74.1.positive,Female.Uterus.III.70-74.1.positive,Female.Uterus.IV.70-74.1.positive,Female.Uterus.Unknown/missing.70-74.1.positive,Female.Uterus.I.75-79.1.positive,Female.Uterus.II.75-79.1.positive,Female.Uterus.III.75-79.1.positive,Female.Uterus.IV.75-79.1.positive,Female.Uterus.Unknown/missing.75-79.1.positive
missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed
