Male.Prostate.I.50-54.1.positive,Male.Prostate.II.50-54.1.positive,Male.Prostate.III.50-54.1.positive,Male.Prostate.IV.50-54.1.positive,Male.Prostate.Unknown/missing.50-54.1.positive,Male.Prostate.I.55-59.1.positive,Male.Prostate.II.55-59.1.positive,Male.Prostate.III.55-59.1.positive,Male.Prostate.IV.55-59.1.positive,Male.Prostate.Unknown/missing.55-59.1.positive,Male.Prostate.I.60-64.1.positive,Male.Prostate.II.60-64.1.positive,Male.Prostate.III.60-64.1.positive,Male.Prostate.IV.60-64.1.positive,Male.Prostate.Unknown/missing.60-64.1.positive,Male.Prostate.I.65-69.1.positive,Male.Prostate.II.65-69.1.positive,Male.Prostate.III.65-69.1.positive,Male.Prostate.IV.65-69.1.positive,Male.Prostate.Unknown/missing.65-69.1.positive,Male.Prostate.I.70-74.1.positive,Male.Prostate.II.70-74.1.positive,Male.Prostate.III.70-74.1.positive,Male.Prostate.IV.70-74.1.positive,Male.Prostate.Unknown/missing.70-74.1.positive,Male.Prostate.I.75-79.1.positive,Male.Prostate.II.75-79.1.positive,Male.Prostate.III.75-79.1.positive,Male.Prostate.IV.75-79.1.positive,Male.Prostate.Unknown/missing.75-79.1.positive
missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed
