Female.Sarcoma.I.50-54.1.positive,Male.Sarcoma.I.50-54.1.positive,Female.Sarcoma.II.50-54.1.positive,Male.Sarcoma.II.50-54.1.positive,Female.Sarcoma.III.50-54.1.positive,Male.Sarcoma.III.50-54.1.positive,Female.Sarcoma.IV.50-54.1.positive,Male.Sarcoma.IV.50-54.1.positive,Female.Sarcoma.Unknown/missing.50-54.1.positive,Male.Sarcoma.Unknown/missing.50-54.1.positive,Female.Sarcoma.I.55-59.1.positive,Male.Sarcoma.I.55-59.1.positive,Female.Sarcoma.II.55-59.1.positive,Male.Sarcoma.II.55-59.1.positive,Female.Sarcoma.III.55-59.1.positive,Male.Sarcoma.III.55-59.1.positive,Female.Sarcoma.IV.55-59.1.positive,Male.Sarcoma.IV.55-59.1.positive,Female.Sarcoma.Unknown/missing.55-59.1.positive,Male.Sarcoma.Unknown/missing.55-59.1.positive,Female.Sarcoma.I.60-64.1.positive,Male.Sarcoma.I.60-64.1.positive,Female.Sarcoma.II.60-64.1.positive,Male.Sarcoma.II.60-64.1.positive,Female.Sarcoma.III.60-64.1.positive,Male.Sarcoma.III.60-64.1.positive,Female.Sarcoma.IV.60-64.1.positive,Male.Sarcoma.IV.60-64.1.positive,Female.Sarcoma.Unknown/missing.60-64.1.positive,Male.Sarcoma.Unknown/missing.60-64.1.positive,Female.Sarcoma.I.65-69.1.positive,Male.Sarcoma.I.65-69.1.positive,Female.Sarcoma.II.65-69.1.positive,Male.Sarcoma.II.65-69.1.positive,Female.Sarcoma.III.65-69.1.positive,Male.Sarcoma.III.65-69.1.positive,Female.Sarcoma.IV.65-69.1.positive,Male.Sarcoma.IV.65-69.1.positive,Female.Sarcoma.Unknown/missing.65-69.1.positive,Male.Sarcoma.Unknown/missing.65-69.1.positive,Female.Sarcoma.I.70-74.1.positive,Male.Sarcoma.I.70-74.1.positive,Female.Sarcoma.II.70-74.1.positive,Male.Sarcoma.II.70-74.1.positive,Female.Sarcoma.III.70-74.1.positive,Male.Sarcoma.III.70-74.1.positive,Female.Sarcoma.IV.70-74.1.positive,Male.Sarcoma.IV.70-74.1.positive,Female.Sarcoma.Unknown/missing.70-74.1.positive,Male.Sarcoma.Unknown/missing.70-74.1.positive,Female.Sarcoma.I.75-79.1.positive,Male.Sarcoma.I.75-79.1.positive,Female.Sarcoma.II.75-79.1.positive,Male.Sarcoma.II.75-79.1.positive,Female.Sarcoma.III.75-79.1.positive,Male.Sarcoma.III.75-79.1.positive,Female.Sarcoma.IV.75-79.1.positive,Male.Sarcoma.IV.75-79.1.positive,Female.Sarcoma.Unknown/missing.75-79.1.positive,Male.Sarcoma.Unknown/missing.75-79.1.positive
missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed,missing value where TRUE/FALSE needed
