"","V1","V2","V3","V4","V5","V6"
"1",19.9446463737892,19.7584674637918,16.0739719761519,15.92968184271,103990.793881764,95395.9670273031
"2",19.9452773097483,19.7584674637918,16.0742774451611,15.92968184271,104178.275228634,95395.9670273031
"3",19.9435911250674,19.7584674637918,16.0725374876908,15.92968184271,104264.430951122,95395.9670273031
"4",19.9420287570778,19.7584674637918,16.0721979986902,15.92968184271,104139.243217828,95395.9670273031
"5",19.9399953737341,19.7584674637918,16.0690951908268,15.92968184271,104481.826294795,95395.9670273031
"6",19.9409102138445,19.7584674637918,16.0701300862415,15.92968184271,104393.577037412,95395.9670273031
"7",19.9401132597593,19.7584674637918,16.0705049779572,15.92968184271,104301.002092121,95395.9670273031
"8",19.9265953207165,19.7584674637918,16.0598456811809,15.92968184271,104747.800317177,95395.9670273031
"9",19.9370975094951,19.7584674637918,16.0680023301549,15.92968184271,104489.195813939,95395.9670273031
"10",19.9446020168301,19.7584674637918,16.0738694444504,15.92968184271,104174.927486257,95395.9670273031
"11",19.9320149989474,19.7584674637918,16.0632115518309,15.92968184271,104748.868170515,95395.9670273031
"12",19.9517805813523,19.7584674637918,16.079331420726,15.92968184271,103894.758876946,95395.9670273031
"13",19.9361397819385,19.7584674637918,16.0659022600539,15.92968184271,104740.907734723,95395.9670273031
"14",19.948805624799,19.7584674637918,16.077013540086,15.92968184271,104038.240227904,95395.9670273031
"15",19.9457607559551,19.7584674637918,16.0747965890296,15.92968184271,104088.201867518,95395.9670273031
"16",19.9364893677656,19.7584674637918,16.066482272585,15.92968184271,104565.36338472,95395.9670273031
"17",19.9294821048313,19.7584674637918,16.0612911823616,15.92968184271,104942.191259064,95395.9670273031
"18",19.9488170156605,19.7584674637918,16.0772481783343,15.92968184271,103934.201031893,95395.9670273031
"19",19.9453552270892,19.7584674637918,16.0748034302039,15.92968184271,104164.524369768,95395.9670273031
"20",19.9410129575638,19.7584674637918,16.0708783371753,15.92968184271,104279.700204523,95395.9670273031
"21",19.943954366175,19.7584674637918,16.0731371382286,15.92968184271,104275.490841491,95395.9670273031
"22",19.954067363117,19.7584674637918,16.0813673099425,15.92968184271,103817.531979564,95395.9670273031
"23",19.9422113869372,19.7584674637918,16.0711887219616,15.92968184271,104323.980474449,95395.9670273031
"24",19.9421795884845,19.7584674637918,16.0715100751529,15.92968184271,104323.326083632,95395.9670273031
"25",19.9351193247551,19.7584674637918,16.0649879068825,15.92968184271,104625.491817018,95395.9670273031
"26",19.940894959493,19.7584674637918,16.070683206372,15.92968184271,104337.288557503,95395.9670273031
"27",19.9399730039801,19.7584674637918,16.0699690616441,15.92968184271,104413.509399113,95395.9670273031
"28",19.9420346338783,19.7584674637918,16.0715539202306,15.92968184271,104195.376176769,95395.9670273031
"29",19.9396649361212,19.7584674637918,16.06943285314,15.92968184271,104505.373871797,95395.9670273031
"30",19.9376337850865,19.7584674637918,16.0681921295292,15.92968184271,104417.547729106,95395.9670273031
"31",19.9413190967763,19.7584674637918,16.0711314517538,15.92968184271,104084.315599482,95395.9670273031
"32",19.9400360777716,19.7584674637918,16.0702646402775,15.92968184271,104404.230351424,95395.9670273031
"33",19.9429380080759,19.7584674637918,16.0724714046104,15.92968184271,104166.985019787,95395.9670273031
"34",19.9435221154789,19.7584674637918,16.0735242932283,15.92968184271,104013.492559852,95395.9670273031
"35",19.9450034545519,19.7584674637918,16.0739179604972,15.92968184271,104133.098808714,95395.9670273031
"36",19.9382655461763,19.7584674637918,16.0684827239137,15.92968184271,104498.588657824,95395.9670273031
"37",19.9349521734931,19.7584674637918,16.0659857404343,15.92968184271,104526.640243415,95395.9670273031
"38",19.9341131963098,19.7584674637918,16.0652824721595,15.92968184271,104570.482770392,95395.9670273031
"39",19.941218642333,19.7584674637918,16.0706289107774,15.92968184271,104379.825950099,95395.9670273031
"40",19.9352127533831,19.7584674637918,16.0657605409868,15.92968184271,104429.966755359,95395.9670273031
"41",19.9398279957985,19.7584674637918,16.0704569087935,15.92968184271,104286.591272698,95395.9670273031
"42",19.93893289979,19.7584674637918,16.0686020522401,15.92968184271,104407.441100175,95395.9670273031
"43",19.9404529411811,19.7584674637918,16.0698510457774,15.92968184271,104430.350095542,95395.9670273031
"44",19.9430426056955,19.7584674637918,16.0719196779614,15.92968184271,104311.982592631,95395.9670273031
"45",19.9468060942325,19.7584674637918,16.0756874678782,15.92968184271,104002.659874717,95395.9670273031
"46",19.9442823935787,19.7584674637918,16.0732018232453,15.92968184271,104236.401228793,95395.9670273031
"47",19.9326602938597,19.7584674637918,16.0634868674765,15.92968184271,104740.000984998,95395.9670273031
"48",19.9406804184561,19.7584674637918,16.0701109340841,15.92968184271,104433.773208496,95395.9670273031
"49",19.9345870391192,19.7584674637918,16.0647840841883,15.92968184271,104782.548463308,95395.9670273031
"50",19.9465961615907,19.7584674637918,16.0750966693655,15.92968184271,104023.717838877,95395.9670273031
