0.83,0.83,0.83,0.83,0.83,1
0.74,0.74,0.74,0.74,0.74,1
0.66,0.66,0.66,0.66,0.66,1
0.57,0.57,0.57,0.57,0.57,1
0.9,0.9,0.9,0.9,0.9,1
0.84,0.84,0.84,0.84,0.84,1
0.77,0.77,0.77,0.77,0.77,1
0.71,0.71,0.71,0.71,0.71,1
0.72,0.72,0.72,0.72,0.72,1
0.67,0.67,0.67,0.67,0.67,1
0.63,0.63,0.63,0.63,0.63,1
0.58,0.58,0.58,0.58,0.58,1
0.81,0.81,0.81,0.81,0.81,1
0.72,0.72,0.72,0.72,0.72,1
0.64,0.64,0.64,0.64,0.64,1
0.55,0.55,0.55,0.55,0.55,1
0.68,0.68,0.68,0.68,0.68,1
0.61,0.61,0.61,0.61,0.61,1
0.56,0.56,0.56,0.56,0.56,1
0.42,0.42,0.42,0.42,0.42,1
0.9,0.9,0.9,0.9,0.9,1
0.9,0.9,0.9,0.9,0.9,1
0.82,0.82,0.82,0.82,0.82,1
0.73,0.73,0.73,0.73,0.73,1
0.82,0.82,0.82,0.82,0.82,1
0.73,0.73,0.73,0.73,0.73,1
0.65,0.65,0.65,0.65,0.65,1
0.56,0.56,0.56,0.56,0.56,1
0.81,0.81,0.81,0.81,0.81,1
0.72,0.72,0.72,0.72,0.72,1
0.64,0.64,0.64,0.64,0.64,1
0.55,0.55,0.55,0.55,0.55,1
0.81,0.81,0.81,0.81,0.81,1
0.59,0.59,0.59,0.59,0.59,1
0.38,0.38,0.38,0.38,0.38,1
0.16,0.16,0.16,0.16,0.16,1
0.83,0.83,0.83,0.83,0.83,1
0.74,0.74,0.74,0.74,0.74,1
0.66,0.66,0.66,0.66,0.66,1
0.57,0.57,0.57,0.57,0.57,1
0.84,0.84,0.84,0.84,0.84,1
0.81,0.81,0.81,0.81,0.81,1
0.79,0.79,0.79,0.79,0.79,1
0.76,0.76,0.76,0.76,0.76,1
0.68,0.68,0.68,0.68,0.68,1
0.61,0.61,0.61,0.61,0.61,1
0.56,0.56,0.56,0.56,0.56,1
0.42,0.42,0.42,0.42,0.42,1
0.81,0.81,0.81,0.81,0.81,1
0.74,0.74,0.74,0.74,0.74,1
0.68,0.68,0.68,0.68,0.68,1
0.62,0.62,0.62,0.62,0.62,1
0.819266666666667,0.819266666666667,0.819266666666667,0.819266666666667,0.819266666666667,1
0.745266666666667,0.745266666666667,0.745266666666667,0.745266666666667,0.745266666666667,1
0.6766,0.6766,0.6766,0.6766,0.6766,1
0.590466666666667,0.590466666666667,0.590466666666667,0.590466666666667,0.590466666666667,1
0.999,0.999,0.999,0.999,0.999,1
0.999,0.999,0.999,0.999,0.999,1
0.999,0.999,0.999,0.999,0.999,1
0.887,0.887,0.887,0.887,0.887,1
0.819266666666667,0.819266666666667,0.819266666666667,0.819266666666667,0.819266666666667,1
0.745266666666667,0.745266666666667,0.745266666666667,0.745266666666667,0.745266666666667,1
0.6766,0.6766,0.6766,0.6766,0.6766,1
0.590466666666667,0.590466666666667,0.590466666666667,0.590466666666667,0.590466666666667,1
0.85,0.85,0.85,0.85,0.85,1
0.76,0.76,0.76,0.76,0.76,1
0.71,0.71,0.71,0.71,0.71,1
0.77,0.77,0.77,0.77,0.77,1
0.819266666666667,0.819266666666667,0.819266666666667,0.819266666666667,0.819266666666667,1
0.745266666666667,0.745266666666667,0.745266666666667,0.745266666666667,0.745266666666667,1
0.6766,0.6766,0.6766,0.6766,0.6766,1
0.590466666666667,0.590466666666667,0.590466666666667,0.590466666666667,0.590466666666667,1
0.819266666666667,0.819266666666667,0.819266666666667,0.819266666666667,0.819266666666667,1
0.745266666666667,0.745266666666667,0.745266666666667,0.745266666666667,0.745266666666667,1
0.6766,0.6766,0.6766,0.6766,0.6766,1
0.590466666666667,0.590466666666667,0.590466666666667,0.590466666666667,0.590466666666667,1
